レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,選手名,チーム名,水路,時間,大会新,飛込タイム,LAPタイム
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,4,森本美恵,セ・松戸,12/54,9.11,,0.79,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,5,相馬絹代,セ・溝ノ口,12/44,9.72,,0.69,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,6,石崎節代,セ・南千住,12/95,0.22,,0.93,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,7,櫻田琴,セ・天王洲,10/75,1.38,,0.70,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,8,関矢秀子,セ・大宮宮原,11/55,1.94,,0.73,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,9,江幡菜穂子,クリースパ,10/15,2.21,,0.76,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,10,原昌代,セ・市ヶ尾,11/35,2.51,,0.60,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,11,岡田美恵子,セ・溝ノ口,11/15,2.99,,0.75,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,12,掃部典子,曽谷・セ,10/35,3.72,,0.81,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,13,小笠原京子,セ・流山,7/15,3.87,,0.77,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,14,東海林慶美,セ・蒲田,11/25,4.34,,0.67,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,15,上松弘子,セ・上池袋,10/55,5.12,,0.85,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,16,宮原美穂,セ・福生,6/55,7.12,,0.96,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,17,新井フ枝,セ・流山,7/25,8.52,,0.94,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,18,渡辺米子,クリースパ,9/25,9.35,,0.82,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,19,畠山眞由美,セ・柏,8/7,1:00.87,,0.82,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,20,須田菜奈子,セ・桶川北本,7/10,1:02.77,,0.88,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,1,西井良子,セ・福生,17/23,8.62,,0.61,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,2,石井裕美,セ・ときわ台,17/94,1.54,,0.65,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,3,武井麻知子,セ・二俣川,16/54,2.41,,0.73,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,4,上野真弓,セ・二俣川,16/74,4.33,,0.81,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,5,茂櫛典子,セ・成城,14/74,5.61,,0.55,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,6,吉川千晶,G-SPA,15/44,5.68,,0.75,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,7,佐藤明美,セ・館山,15/104,6.45,,0.78,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,8,座間千鶴子,ザノス八景,14/34,6.80,,0.54,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,9,高見沢ゆみ子,セ・慶應日吉,14/84,7.49,,0.64,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,10,松田聡美,セ・成城,14/54,7.71,,0.77,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,11,田村明美,セ・慶應日吉,12/64,8.89*手動,,0.88,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,12,大槻真由美,セ・清瀬,14/24,9.70,,0.76,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,13,野崎由美子,セ・おおたか,11/85,0.30,,0.72,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,14,神保清美,セ・自由が丘,12/75,0.59,,0.75,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,15,相澤紋美,セ・阿佐谷,11/75,1.74,,0.72,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,16,太刀岡早苗,セ・市ヶ尾,8/25,4.44,,0.93,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,16,宮内麻里,曽谷・セ,12/105,4.44,,0.85,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,18,津布楽美恵子,セ・ときわ台,6/105,4.60,,0.84,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,19,吉野ひとみ,セ・松戸,10/105,6.21,,0.83,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,20,三木純子,セ・流山,6/15,6.50,,0.78,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,21,田中香苗,セ・青砥,9/15,8.01,,0.98,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,22,原田由美子,セ・慶應日吉,8/35,8.59,,0.83,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,23,榮真須美,セ・慶應日吉,8/8,1:00.02,,0.72,
No.13,女子,50m背泳ぎ,33.38,36.26,60~64歳,36.26,24,菊池佐千代,セ・流山,4/10,1:02.71,,0.74,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,1,仲田久美子,セ・成城,17/14,0.48,,0.70,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,2,八尋加苗,セ・松戸,16/44,3.71,,0.64,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,3,生田目則子,セ・自由が丘,16/34,3.95,,0.73,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,4,及川薫,セ・松戸,15/64,5.39,,0.69,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,5,小林のぞみ,セ・越谷,13/74,5.79,,0.64,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,6,中野朗子,セ・慶應日吉,13/44,7.19,,0.61,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,7,大野結実,セ・横浜,13/84,8.59,,0.95,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,8,小倉直美,セ・清瀬,14/94,9.52,,0.84,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,9,山本登美子,セ・桶川北本,12/85,0.53,,0.80,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,10,柳田喜代美,セ・育見台,2/105,1.26,,0.84,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,11,蔵屋由紀子,セ・新川崎,9/75,6.35,,0.95,
No.13,女子,50m背泳ぎ,31.99,33.6,55~59歳,35.76,12,日置睦,セ・我孫子,2/1,1:02.55,,0.93,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,1,舘野美香,セ・目黒,19/13,6.39,,0.72,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,2,梅澤亮子,セ・桶川北本,18/63,6.69,,0.70,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,3,浅尾有香,セ・大森,17/63,7.59,,0.72,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,4,佐々木美佐,セ・平塚,18/83,8.81,,0.69,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,5,棚網恵理,セ・阿佐谷,17/54,0.44,,0.63,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,6,菅原幸,セ・トレッサ,17/34,0.60,,0.59,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,7,友田智哲,セ・南青山,16/84,0.73,,0.70,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,8,森直子,セ・成城,16/24,3.46,,0.99,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,9,吉岡智子,セ・新都心,16/104,4.49,,0.77,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,10,佐藤洋子,セ・成城,15/74,5.55,,0.71,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,11,北瀬あづさ,セ・市ヶ尾,13/24,6.77,,0.71,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,12,捶井泰子,セ・用賀,15/94,7.96,,0.87,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,13,糸川永利子,セ・用賀,13/34,8.78,,0.69,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,14,森川佳余子,クリースパ,14/104,9.57,,0.73,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,15,比留川美緒,セ・平塚,8/15,0.73,,0.79,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,16,小川史枝,セ・越谷LT,10/25,5.09,,1.51,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,17,村岡貴子,セ・桶川北本,8/95,6.43,,0.88,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,18,片岡久美子,セ・茂原,13/95,9.41,,1.24,
No.13,女子,50m背泳ぎ,31.59,32.51,50~54歳,32.51,19,久保洋子,セ・流山,3/7,1:10.83,,0.61,
No.13,女子,50m背泳ぎ,31.02,31.38,45~49歳,34.69,1,片岡祥子,セ・千葉みなと,19/103,6.34,,0.73,
No.13,女子,50m背泳ぎ,31.02,31.38,45~49歳,34.69,2,坂本桃枝,G-SPA,18/93,7.33,,0.76,
No.13,女子,50m背泳ぎ,31.02,31.38,45~49歳,34.69,3,青山里香,セ・成瀬,18/23,8.05,,0.63,
No.13,女子,50m背泳ぎ,31.02,31.38,45~49歳,34.69,4,木村美佐子,セ・南宇都宮,15/53,8.52,,0.68,
No.13,女子,50m背泳ぎ,31.02,31.38,45~49歳,34.69,5,栗山貴子,セ・武蔵小杉,17/83,9.75,,0.75,
No.13,女子,50m背泳ぎ,31.02,31.38,45~49歳,34.69,6,関康代,セ・宇都宮,13/14,3.25,,0.68,
No.13,女子,50m背泳ぎ,31.02,31.38,45~49歳,34.69,7,草野茜,セ・二俣川,17/104,4.06,,0.77,
No.13,女子,50m背泳ぎ,31.02,31.38,45~49歳,34.69,8,高橋麻子,セ・市ヶ尾,15/34,4.30,,0.79,
No.13,女子,50m背泳ぎ,31.02,31.38,45~49歳,34.69,9,髙橋里美,セ・横浜,8/10,1:00.24,,0.72,
No.13,女子,50m背泳ぎ,29.62,31.04,40~44歳,34,1,永田加那子,セ・葛西,19/23,8.22,,0.52,
No.13,女子,50m背泳ぎ,29.62,31.04,40~44歳,34,2,小野真佐子,セ・阿佐谷,18/13,9.47,,0.69,
No.13,女子,50m背泳ぎ,29.62,31.04,40~44歳,34,3,小高麻衣子,セ・市川,16/14,6.44,,0.57,
No.13,女子,50m背泳ぎ,29.62,31.04,40~44歳,34,4,吉田瑠夏,曽谷・セ,14/14,8.85,,0.65,
No.13,女子,50m背泳ぎ,29.62,31.04,40~44歳,34,5,小山内詔子,セ・下北沢,9/85,7.72,,0.72,
No.13,女子,50m背泳ぎ,28.63,30.26,35~39歳,34.03,1,中畑眸,セ・成城,17/44,0.45,,0.64,
No.13,女子,50m背泳ぎ,28.63,30.26,35~39歳,34.03,2,萩原ゆりか,セ・天王洲,18/104,0.92,,0.78,
No.13,女子,50m背泳ぎ,28.63,30.26,35~39歳,34.03,3,李鎬善,セ・目黒,15/84,7.63,,0.56,
No.13,女子,50m背泳ぎ,28.63,30.26,35~39歳,34.03,4,國政玲,セ・南青山,10/85,5.22,,0.74,
No.13,女子,50m背泳ぎ,28.57,28.86,30~34歳,32.95,1,田中志歩,セ・大森,19/83,5.63,,0.60,
No.13,女子,50m背泳ぎ,28.57,28.86,30~34歳,32.95,2,柳美希,セ・松戸,15/24,1.56,,0.68,
No.13,女子,50m背泳ぎ,28.57,28.86,30~34歳,32.95,3,髙橋未沙,セ・おおたか,13/104,6.64,,0.76,
No.13,女子,50m背泳ぎ,28.57,28.86,30~34歳,32.95,4,角田優佳里,セ・青砥,12/14,6.84,,0.81,
No.13,女子,50m背泳ぎ,28.39,28.99,25~29歳,32.05,1,岡澤志織,セ・茂原,19/63,1.83,大会新,0.62,
No.13,女子,50m背泳ぎ,28.39,28.99,25~29歳,32.05,2,仲田笑美,セ・成城,19/33,5.20,,0.66,
No.13,女子,50m背泳ぎ,28.39,28.99,25~29歳,32.05,3,髙橋美波,セ・武蔵小杉,18/43,5.41,,0.59,
No.13,女子,50m背泳ぎ,28.39,28.99,25~29歳,32.05,4,石井理桜子,セ・市川,18/73,8.77,,0.64,
No.13,女子,50m背泳ぎ,28.39,30.53,18~24歳,31.94,1,君島凜香,セ・おおたか,19/73,2.91,,0.57,
No.13,女子,50m背泳ぎ,28.39,30.53,18~24歳,31.94,2,髙﨑優奈,セ・清瀬,19/53,3.14,,0.62,
No.13,女子,50m背泳ぎ,28.39,30.53,18~24歳,31.94,3,竜野萌,セ・自由が丘,18/33,4.67,,0.70,
No.13,女子,50m背泳ぎ,28.39,30.53,18~24歳,31.94,4,遠藤優奈,セ・新都心,19/43,4.71,,0.61,
No.13,女子,50m背泳ぎ,28.39,30.53,18~24歳,31.94,5,表侑寿,セ・二俣川,19/93,5.09,,0.63,
No.13,女子,50m背泳ぎ,28.39,30.53,18~24歳,31.94,6,長崎千怜,セ・長津田,18/53,5.13,,0.60,
No.13,女子,50m背泳ぎ,28.39,30.53,18~24歳,31.94,7,伊藤愛羅,セ・八王子,17/73,8.72,,0.77,
No.13,女子,50m背泳ぎ,28.39,30.53,18~24歳,31.94,8,皆川すみれ,セ・南青山,16/94,4.04,,0.72,
No.14,男子,50m背泳ぎ,36.83,38.16,80~84歳,42.72,1,谷口治典,セ・久喜,3/55,2.21,,0.89,
No.14,男子,50m背泳ぎ,36.83,38.16,80~84歳,42.72,2,石川守也,セ・市川,2/55,2.99,,0.72,
No.14,男子,50m背泳ぎ,36.83,38.16,80~84歳,42.72,3,中村欣正,セ・流山,3/6,1:00.79,,0.76,
No.14,男子,50m背泳ぎ,36.83,38.16,80~84歳,42.72,4,丸本芳郎,ザノス鶴見,1/3,1:02.74,,0.86,
No.14,男子,50m背泳ぎ,36.83,38.16,80~84歳,42.72,5,増山晶一,セ・下北沢,1/8,1:10.47,,1.09,
No.14,男子,50m背泳ぎ,34.45,36.38,75~79歳,41.77,1,吉田亮,セ・成城,4/64,2.97,,0.85,
No.14,男子,50m背泳ぎ,34.45,36.38,75~79歳,41.77,2,丸喜章,セ・茂原,4/94,9.73,,0.79,
No.14,男子,50m背泳ぎ,34.45,36.38,75~79歳,41.77,3,田中信夫,セ・越谷,4/14,9.78,,0.68,
No.14,男子,50m背泳ぎ,34.45,36.38,75~79歳,41.77,4,大内洋,セ・葛西,2/65,4.30,,0.79,
No.14,男子,50m背泳ぎ,34.45,36.38,75~79歳,41.77,5,瀧下敏和,セ・志木,2/75,4.41,,1.02,
No.14,男子,50m背泳ぎ,34.45,36.38,75~79歳,41.77,6,松永勝,セ・おおたか,1/45,8.23,,1.22,
No.14,男子,50m背泳ぎ,34.45,36.38,75~79歳,41.77,7,伴野保志,セ・阿佐谷,2/35,9.66,,0.94,
No.14,男子,50m背泳ぎ,34.45,36.38,75~79歳,41.77,8,神保伸幸,セ・南青山,2/8,1:06.29,,0.85,
No.14,男子,50m背泳ぎ,33.16,35.83,70~74歳,39.43,1,鈴木幹男,セ・我孫子,5/14,3.64,,0.77,
No.14,男子,50m背泳ぎ,33.16,35.83,70~74歳,39.43,2,吉村進,セ・阿佐谷,4/34,5.27,,0.75,
No.14,男子,50m背泳ぎ,33.16,35.83,70~74歳,39.43,3,常山賢二,曽谷・セ,4/104,9.30,,0.77,
No.14,男子,50m背泳ぎ,33.16,35.83,70~74歳,39.43,4,宇佐美栄二,セ・阿佐谷,3/15,3.03,,0.69,
No.14,男子,50m背泳ぎ,33.16,35.83,70~74歳,39.43,5,浅野唯男,セ・志木,2/45,5.93,,0.79,
No.14,男子,50m背泳ぎ,33.16,35.83,70~74歳,39.43,6,山田幸男,セ・南千住,1/65,9.72,,0.99,
No.14,男子,50m背泳ぎ,30.95,33.24,65~69歳,38.09,1,冨松実,セ・二俣川,6/93,8.88,,0.67,
No.14,男子,50m背泳ぎ,30.95,33.24,65~69歳,38.09,2,臼井全人,セ・大宮宮原,5/94,3.72,,0.83,
No.14,男子,50m背泳ぎ,30.95,33.24,65~69歳,38.09,3,西森文史郎,セ・長津田,5/104,7.16,,0.67,
No.14,男子,50m背泳ぎ,30.46,31.94,60~64歳,34.85,1,下家成人,セ・二俣川,7/53,5.22,,0.70,
No.14,男子,50m背泳ぎ,30.46,31.94,60~64歳,34.85,2,和田浩一,セ・用賀,6/23,7.51,,0.72,
No.14,男子,50m背泳ぎ,30.46,31.94,60~64歳,34.85,3,村木満,セ・トレッサ,7/74,0.99,,0.74,
No.14,男子,50m背泳ぎ,30.46,31.94,60~64歳,34.85,4,浦田昌和,セ・成城,4/24,7.39,,0.66,
No.14,男子,50m背泳ぎ,30.46,31.94,60~64歳,34.85,5,蛯名昌彦,セ・志木,3/94,7.63,,0.75,
No.14,男子,50m背泳ぎ,30.46,31.94,60~64歳,34.85,6,岡部浩次,セ・上池袋,3/105,4.83,,0.86,
No.14,男子,50m背泳ぎ,29.03,30.09,55~59歳,33.15,1,小倉秀和,セ・清瀬,7/33,6.25,,0.62,
No.14,男子,50m背泳ぎ,29.03,30.09,55~59歳,33.15,2,杉原祥之,ザノス鶴見,7/23,6.36,,0.61,
No.14,男子,50m背泳ぎ,29.03,30.09,55~59歳,33.15,3,久保卓士,セ・天王洲,6/53,8.05,,0.78,
No.14,男子,50m背泳ぎ,29.03,30.09,55~59歳,33.15,4,中津海全士,セ・s湘南台,7/103,9.20,,0.66,
No.14,男子,50m背泳ぎ,29.03,30.09,55~59歳,33.15,5,宮川則仁,セ・大宮宮原,6/64,0.35,,0.77,
No.14,男子,50m背泳ぎ,29.03,30.09,55~59歳,33.15,6,新井良育,セ・市ヶ尾,5/54,0.61,,0.69,
No.14,男子,50m背泳ぎ,29.03,30.09,55~59歳,33.15,7,福田剛紀,G-SPA,5/24,2.13,,0.66,
No.14,男子,50m背泳ぎ,29.03,30.09,55~59歳,33.15,8,温井芳浩,セ・谷津,4/84,4.43,,0.66,
No.14,男子,50m背泳ぎ,29.03,30.09,55~59歳,33.15,9,高橋潤,セ・成瀬,3/44,8.29,,0.94,
No.14,男子,50m背泳ぎ,29.03,30.09,55~59歳,33.15,10,日暮正明,セ・天王洲,3/34,9.78,,0.82,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,1,田窪達,セ・市ヶ尾,9/43,1.01,,0.72,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,2,河野悟,セ・慶應日吉,9/23,2.85,,0.68,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,3,中村良樹,セ・武蔵小杉,8/83,4.10,,0.76,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,4,長野三郎,セ・千葉みなと,8/53,4.21,,0.71,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,5,内藤充,セ・新川崎,7/63,4.97,,0.69,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,6,新井田6司,セ・トレッサ,7/13,6.56,,0.66,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,7,柄澤英也,セ・用賀,7/83,6.86,,0.69,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,8,荒井正明,セ・八千代台,6/43,7.44,,0.67,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,9,岡村勝重,セ・長津田,7/93,8.56,,0.64,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,10,松本考弘,セ・清瀬,6/34,3.70,,0.74,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,11,廣瀬淳一,セ・トレッサ,4/54,3.83,,0.73,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,12,山本英男,セ・大宮宮原,4/44,4.11,,0.77,
No.14,男子,50m背泳ぎ,28.2,29.16,50~54歳,30.33,13,青木正昭,セ・福生,3/84,6.56,,0.70,
No.14,男子,50m背泳ぎ,27.56,27.86,45~49歳,28.42,1,山岡拓馬,セ・清瀬,9/52,8.31,大会新,0.58,
No.14,男子,50m背泳ぎ,27.56,27.86,45~49歳,28.42,2,長谷川仁,セ・南千住,8/33,3.95,,0.65,
No.14,男子,50m背泳ぎ,27.56,27.86,45~49歳,28.42,3,小室秀幸,セ・八王子,6/83,4.60,,0.75,
No.14,男子,50m背泳ぎ,27.56,27.86,45~49歳,28.42,4,栗原大輔,セ・成瀬,5/33,8.71,,0.66,
No.14,男子,50m背泳ぎ,27.56,27.86,45~49歳,28.42,5,若杉佳宏,セ・阿佐谷,5/64,0.34,,0.67,
No.14,男子,50m背泳ぎ,27.56,27.86,45~49歳,28.42,6,菅原弘貴,セ・福生,5/44,0.82,,0.75,
No.14,男子,50m背泳ぎ,27.56,27.86,45~49歳,28.42,7,浅野亮介,セ・新都心,4/74,0.92,,0.70,
No.14,男子,50m背泳ぎ,27.13,27.3,40~44歳,28.54,1,大窪康治,セ・清瀬,8/63,0.52,,0.64,
No.14,男子,50m背泳ぎ,27.13,27.3,40~44歳,28.54,2,寺田貴洋,セ・二俣川,9/83,0.70,,0.67,
No.14,男子,50m背泳ぎ,27.13,27.3,40~44歳,28.54,3,棚網宏之,セ・阿佐谷,9/73,1.51,,0.60,
No.14,男子,50m背泳ぎ,27.13,27.3,40~44歳,28.54,4,川瀬健次,セ・大宮宮原,9/103,4.28,,0.66,
No.14,男子,50m背泳ぎ,27.13,27.3,40~44歳,28.54,5,菱川亮太,セ・市ヶ尾,6/103,7.05,,0.85,
No.14,男子,50m背泳ぎ,26.04,26.27,35~39歳,28.14,1,鈴木遼,セ・二俣川,8/93,6.25,,0.74,
No.14,男子,50m背泳ぎ,26.04,26.27,35~39歳,28.14,2,木村考太,セ・市ヶ尾,6/13,8.17,,0.78,
No.14,男子,50m背泳ぎ,25.53,26.29,30~34歳,27.32,1,土居秀雅,セ・成瀬,9/93,2.50*特別賞(申)*,,0.63,
No.14,男子,50m背泳ぎ,25.53,26.29,30~34歳,27.32,2,杉山大亜,セ・二俣川,8/73,4.95,,0.67,
No.14,男子,50m背泳ぎ,25.44,25.94,25~29歳,26.58,1,中村翼,セ・天王洲,9/62,9.33,,0.59,
No.14,男子,50m背泳ぎ,25.44,26.29,18~24歳,27.77,1,廣川大起,セ・柏,9/13,0.44,,0.50,
No.14,男子,50m背泳ぎ,25.44,26.29,18~24歳,27.77,2,田中啓二朗,セ・二俣川,9/33,2.75,,0.58,
No.14,男子,50m背泳ぎ,25.44,26.29,18~24歳,27.77,3,南里輝,セ・蒲田,8/103,3.66,,0.58,
No.14,男子,50m背泳ぎ,25.44,26.29,18~24歳,27.77,4,岩崎伊吹,セ・おおたか,7/43,5.10,,0.55,
No.14,男子,50m背泳ぎ,25.44,26.29,18~24歳,27.77,5,加藤慎梧,ザノス川崎,5/84,5.95,,0.87,
No.15,女子,50m自由形,45.44,51.68,90~94歳,27.77,1,鈴木静江,クリースパ,2/4,1:08.70,,1.23,
No.15,女子,50m自由形,38.89,38.89,85~89歳,44.13,1,田中もみぢ,セ・おおたか,8/44,9.60,,1.03,
No.15,女子,50m自由形,38.89,38.89,85~89歳,44.13,2,須山順子,セ・松戸,8/75,1.63,,,
No.15,女子,50m自由形,36.61,36.61,80~84歳,41.4,1,八田清子,セ・松戸,13/24,5.08,,0.73,
No.15,女子,50m自由形,36.61,36.61,80~84歳,41.4,2,田神洋子,セ・トレッサ,7/75,0.92,,0.72,
No.15,女子,50m自由形,36.61,36.61,80~84歳,41.4,3,新井昭代,セ・東十条,8/35,1.53,,1.25,
No.15,女子,50m自由形,36.61,36.61,80~84歳,41.4,4,小野洋子,セ・我孫子,3/95,2.34,,1.14,
No.15,女子,50m自由形,36.61,36.61,80~84歳,41.4,5,御手洗ヨシ,cs南行徳,9/15,3.78,,0.97,
No.15,女子,50m自由形,36.61,36.61,80~84歳,41.4,6,武藤治子,セ・二俣川,1/85,5.29,,,
No.15,女子,50m自由形,36.61,36.61,80~84歳,41.4,7,倉元恵子,セ・館山,3/55,6.53,,0.97,
No.15,女子,50m自由形,36.61,36.61,80~84歳,41.4,8,大浜南海江,セ・目黒,3/2,1:00.49,,,
No.15,女子,50m自由形,36.61,36.61,80~84歳,41.4,9,田中洲子,セ・大宮宮原,9/5,1:03.98,,1.26,
No.15,女子,50m自由形,36.61,36.61,80~84歳,41.4,10,相澤和子,セ・新都心,2/5,1:05.19,,1.06,
No.15,女子,50m自由形,36.61,36.61,80~84歳,41.4,11,加藤直子,セ・横浜,1/7,1:22.54,,1.01,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,1,滋野好子,セ・前橋,16/44,4.08,,1.01,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,2,古旗美鈴,セ・上池袋,9/104,5.75,,0.79,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,3,中村敬子,セ・府中,4/54,6.56,,1.06,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,4,藤井一恵,セ・大森,5/24,7.43,,1.02,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,5,川口栄子,セ・松戸,12/74,8.27,,0.94,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,6,坂本光子,セ・越谷,6/44,8.58,,0.83,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,7,岡田啓子,セ・桶川北本,5/34,9.16,,1.25,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,8,吉田三枝子,墨田区体育館,8/24,9.18,,1.04,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,9,星幸恵,クリースパ,9/95,0.24,,0.95,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,10,松永タズヨ,セ・おおたか,8/95,0.30,,1.48,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,11,川島かよ子,セ・天王洲,6/15,1.19,,,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,12,山本まり子,セ・育見台,6/55,2.19,,0.94,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,13,諸橋暁子,曽谷・セ,4/25,2.41,,1.04,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,14,田村俊子,セ・館山,6/65,2.82,,1.01,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,15,小島律子,セ・谷津,7/45,3.44,,0.85,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,16,古田美智子,セ・自由が丘,8/85,5.34,,1.08,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,17,中田和子,セ・越谷,1/35,7.23,,,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,18,柴田千代子,セ・天王洲,4/45,8.46,,,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,19,山口英子,セ・流山,1/5,1:02.11,,1.04,
No.15,女子,50m自由形,34.11,35.9,75~79歳,40.6,20,染谷敏子,セ・天王洲,1/6,1:07.48,,1.12,
No.15,女子,50m自由形,30.73,33.61,70~74歳,37.31,1,青木華世子,セ・松戸,23/33,8.08,,0.75,
