種別,No,種目,年齢区分,順位,氏名_チーム名,所属_合計年齢,水路,時間,備考,メンバー1,メンバー2,メンバー3,メンバー4
個人,No.15,女子50m自由形,65~69歳,9,浅田晴子,セ・八王子,12/8,42.73,,,,,
個人,No.15,女子50m自由形,60~64歳,1,永瀬秀子,セ・二俣川,23/4,32.38,・大会タイ,,,,
個人,No.15,女子50m自由形,60~64歳,2,羽山恵津子,セ・葛西,22/3,34.65,,,,,
個人,No.15,女子50m自由形,60~64歳,3,石井裕美,セ・ときわ台,19/7,35.14,,,,,
個人,No.15,女子50m自由形,60~64歳,4,高柳祐子,セ・成城,20/5,35.95,,,,,
個人,No.15,女子50m自由形,60~64歳,5,佐藤明美,セ・宀山,19/3,36.72,,,,,
個人,No.15,女子50m自由形,60~64歳,6,伊藤みどり,セ・育見台,20/7,36.87,,,,,
個人,No.15,女子50m自由形,60~64歳,7,原磨理,セ・長津田,18/7,37.08,,,,,
個人,No.15,女子50m自由形,60~64歳,8,吉川千晶,G-sPA,19/9,39.02,,,,,
個人,No.15,女子50m自由形,55~59歳,1,石井紀美子,セ・s湘南台,22/6,35.55,,,,,
個人,No.15,女子50m自由形,55~59歳,2,鶴岡美佐,ザバス八景,20/6,37.07,,,,,
個人,No.15,女子50m自由形,55~59歳,3,大野結実,セ・横浜,20/3,38.37,,,,,
個人,No.15,女子50m自由形,55~59歳,4,武部友美子,セ・東戸塚,18/3,38.59,,,,,
個人,No.15,女子50m自由形,55~59歳,5,及川薫,セ・松戸,17/7,38.99,,,,,
個人,No.15,女子50m自由形,55~59歳,6,阿部のぞみ,セ・二俣川,13/8,40.77,,,,,
個人,No.15,女子50m自由形,55~59歳,6,レントフェノト慶子,セ・清瀬,15/4,40.77,,,,,
個人,No.15,女子50m自由形,55~59歳,8,坂井慶子,セ・大宮宮原,13/3,41.63,,,,,
個人,No.15,女子50m自由形,55~59歳,9,棚橋悦子,セ・自由が丘,17/1,41.65,,,,,
個人,No.15,女子50m自由形,50~54歳,1,杉本浩美,セ・南千住,25/8,32.42,,,,,
個人,No.15,女子50m自由形,50~54歳,2,木村美佐子,セ・南宇都宮,23/5,32.78,,,,,
個人,No.15,女子50m自由形,50~54歳,3,花木尚美,セ・大宮宮原,24/9,32.80,,,,,
個人,No.15,女子50m自由形,50~54歳,4,池田智子,セ・目黒,21/5,33.72,,,,,
個人,No.15,女子50m自由形,50~54歳,5,高橋,セ・松戸,22/8,34.50,,,,,
個人,No.15,女子50m自由形,50~54歳,6,棚網恵理,セ・阿佐谷,21/1,36.30,,,,,
個人,No.15,女子50m自由形,50~54歳,7,佐伯康子,ザバス川崎,21/6,36.51,,,,,
個人,No.15,女子50m自由形,50~54歳,8,五十嵐知佐,セ・おおたか,20/8,36.97,,,,,
個人,No.15,女子50m自由形,50~54歳,9,大石里佳,セ・おおたか,16/1,38.06,,,,,
個人,No.15,女子50m自由形,45~49歳,1,日下幸子,ザバス川崎,24/5,31.89,,,,,
個人,No.15,女子50m自由形,45~49歳,2,佐々木彩,セ・成城,24/6,31.93,,,,,
個人,No.15,女子50m自由形,45~49歳,3,坂本桃枝,G-sPA,23/6,32.54,,,,,
個人,No.15,女子50m自由形,45~49歳,4,櫻井理恵子,セ・袖ケ浦,24/8,33.14,,,,,
個人,No.15,女子50m自由形,45~49歳,5,小室桃子,セ・八王子,23/2,34.09,,,,,
個人,No.15,女子50m自由形,45~49歳,6,大黒明日香,セ・清瀬,22/9,34.17,,,,,
個人,No.15,女子50m自由形,45~49歳,7,サカモト亮子,セ・自由が丘,17/8,34.95,,,,,
個人,No.15,女子50m自由形,45~49歳,8,兵頭和子,セ・成瀬,23/1,34.99,,,,,
個人,No.15,女子50m自由形,45~49歳,9,高橋真美,セ・志木,22/7,35.54,,,,,
個人,No.15,女子50m自由形,40~44歳,1,宮本八重,セ・慶應日吉,25/2,31.19,,,,,
個人,No.15,女子50m自由形,40~44歳,2,永田加那子,セ・葛西,25/3,31.79,,,,,
個人,No.15,女子50m自由形,40~44歳,3,上沢絵里奈,セ・慶應日吉,24/4,31.89,,,,,
個人,No.15,女子50m自由形,40~44歳,4,関川晶子,セ・下北沢,23/7,33.42,,,,,
個人,No.15,女子50m自由形,40~44歳,5,池田良子,セ・蒲田,23/3,33.76,,,,,
個人,No.15,女子50m自由形,40~44歳,6,真栄田こずえ,ザバス八景,24/1,34.04,,,,,
個人,No.15,女子50m自由形,40~44歳,7,山田未紗子,セ・越谷,21/3,35.61,,,,,
個人,No.15,女子50m自由形,40~44歳,8,大竹昌子,セ・大森,21/7,36.61,,,,,
個人,No.15,女子50m自由形,40~44歳,9,中辻澄美,セ・天王洲,19/5,38.70,,,,,
個人,No.15,女子50m自由形,35~39歳,1,青木梨緒,セ・葛西,26/3,29.65,,,,,
個人,No.15,女子50m自由形,35~39歳,2,川北恵,セ・長津田,26/4,29.67,,,,,
個人,No.15,女子50m自由形,35~39歳,3,新井亜衣,セ・市川,26/7,29.79,,,,,
個人,No.15,女子50m自由形,35~39歳,4,中畑,セ・成城,25/9,31.74,,,,,
個人,No.15,女子50m自由形,35~39歳,5,李鎬善,セ・目黒,20/9,37.50,,,,,
個人,No.15,女子50m自由形,35~39歳,6,RacaruGabriela,セ・慶應日吉,15/7,39.55,,,,,
個人,No.15,女子50m自由形,35~39歳,8,國政玲,セ・南青山,16/2,39.89,,,,,
個人,No.15,女子50m自由形,30~34歳,1,豊島葉子,セ・袖ケ浦,26/8,29.48,,,,,
個人,No.15,女子50m自由形,30~34歳,3,宍戸萌,セ・長津田,23/8,31.07,,,,,
個人,No.15,女子50m自由形,30~34歳,4,小澤有未,セ・長津田,22/1,31.12,,,,,
個人,No.15,女子50m自由形,30~34歳,6,片桐由里恵,セ・s湘南台,21/9,36.84,,,,,
個人,No.15,女子50m自由形,30~34歳,7,岡澤美咲,セ・茂原,17/9,37.10,,,,,
個人,No.15,女子50m自由形,25~29歳,2,横溝万波,セ・成瀬,26/2,29.71,,,,,
個人,No.15,女子50m自由形,25~29歳,3,新後海優,セ・トレッサ,26/5,30.00,,,,,
個人,No.15,女子50m自由形,25~29歳,4,川俣星,セ・新都心,25/6,30.37,,,,,
個人,No.15,女子50m自由形,25~29歳,5,木田景子,セ・平塚,24/7,31.91,,,,,
個人,No.15,女子50m自由形,25~29歳,6,松澤春菜,セ・大宮宮原,25/4,32.18,,,,,
個人,No.15,女子50m自由形,25~29歳,7,山下紗英,セ・s湘南台,25/1,33.10,,,,,
個人,No.15,女子50m自由形,25~29歳,8,足立知実,セ・平塚,22/4,35.34,,,,,
個人,No.15,女子50m自由形,25~29歳,9,村岡礼奈,セ・桶川北本,21/2,36.14,,,,,
個人,No.15,女子50m自由形,18~24歳,1,梶井美杏,セ・清瀬,26/6,30.16,,,,,
個人,No.15,女子50m自由形,18~24歳,2,高橋紗良,セ・長津田,25/5,30.38,,,,,
個人,No.15,女子50m自由形,18~24歳,3,宮澤緋花留,セ・蒲田,26/9,30.86,,,,,
個人,No.15,女子50m自由形,18~24歳,4,栃元春乃,セ・西東京,25/7,30.89,,,,,
個人,No.15,女子50m自由形,18~24歳,5,青木奈那美,セ・蒲田,26/1,31.16,,,,,
個人,No.15,女子50m自由形,18~24歳,6,櫻井春佳,セ・大宮宮原,24/2,32.15,,,,,
個人,No.15,女子50m自由形,18~24歳,8,松本彩花,セ・二俣川,22/5,32.40,,,,,
個人,No.16,男子50m自由形,90~94歳,1,椎野正敏,セ・越谷,1/7,58.20,,,,,
個人,No.16,男子50m自由形,85~89歳,1,井上隆史,セ・市ヶ尾,3/6,43.41,・大会新,,,,
個人,No.16,男子50m自由形,85~89歳,2,丸野公敏,セ・南千住,1/9,1:07.77,,,,,
個人,No.16,男子50m自由形,80~84歳,1,石川守也,セ・市川,3/5,41.62,,,,,
個人,No.16,男子50m自由形,80~84歳,2,中村欣正,セ・流山,3/2,42.83,,,,,
個人,No.16,男子50m自由形,80~84歳,4,井口穣,セ・東戸塚,5/4,43.54,,,,,
個人,No.16,男子50m自由形,80~84歳,5,小田稔,セ・慶應日吉,3/9,49.21,,,,,
個人,No.16,男子50m自由形,80~84歳,6,増山晶一,セ・下北沢,1/4,52.23,,,,,
個人,No.16,男子50m自由形,80~84歳,7,丸本芳郎,ザバス鶴見,1/8,57.60,,,,,
個人,No.16,男子50m自由形,75~79歳,1,吉田亮,セ・成城,7/6,36.47,,,,,
個人,No.16,男子50m自由形,75~79歳,2,嶋﨑昭夫,セ・西東京,6/6,37.99,,,,,
個人,No.16,男子50m自由形,75~79歳,3,高附直樹,セ・清瀬,5/5,40.73,,,,,
個人,No.16,男子50m自由形,75~79歳,5,御手洗康美,セ・大森,3/1,46.39,,,,,
個人,No.16,男子50m自由形,75~79歳,6,松永勝,セ・おおたか,2/3,48.09,,,,,
個人,No.16,男子50m自由形,75~79歳,7,手塚満,セ・おおたか,2/6,48.67,,,,,
個人,No.16,男子50m自由形,75~79歳,8,泉保央,セ・慶應日吉,2/7,50.21,,,,,
個人,No.16,男子50m自由形,75~79歳,9,縫田駿一,セ・おおたか,1/2,52.25,,,,,
個人,No.16,男子50m自由形,70~74歳,2,瀧川一興,セ・大森,8/3,35.04,,,,,
個人,No.16,男子50m自由形,70~74歳,3,鈴木幹男,セ・我孫子,8/6,36.01,,,,,
個人,No.16,男子50m自由形,70~74歳,4,大倉健志,セ・流山,5/3,38.35,,,,,
個人,No.16,男子50m自由形,70~74歳,5,渡邊光洋,セ・福島,4/3,38.77,,,,,
個人,No.16,男子50m自由形,70~74歳,6,中村雄一,G-SPA,4/6,40.11,,,,,
個人,No.16,男子50m自由形,70~74歳,7,折居彰,セ・阿佐谷,3/7,40.32,,,,,
個人,No.16,男子50m自由形,70~74歳,8,梅村潔,セ・茂原,5/1,41.47,,,,,
個人,No.16,男子50m自由形,70~74歳,9,内藤謙一,セ・松戸,3/4,41.68,,,,,
個人,No.16,男子50m自由形,65~69歳,1,冨松実,セ・二俣川,13/3,31.79,,,,,
個人,No.16,男子50m自由形,65~69歳,2,岩田寛,セ・慶應日吉,10/8,32.31,,,,,
個人,No.16,男子50m自由形,65~69歳,3,大塚克,セ・市川,12/1,33.27,,,,,
個人,No.16,男子50m自由形,65~69歳,4,松田賢治,セ・大宮宮原,10/5,33.43,,,,,
個人,No.16,男子50m自由形,65~69歳,5,横浜健,セ・南青山,11/7,35.04,,,,,
個人,No.16,男子50m自由形,65~69歳,6,山英克,セ・我孫子,7/2,35.07,,,,,
個人,No.16,男子50m自由形,65~69歳,7,佐藤信弘,セ・桶川北本,9/5,36.06,,,,,
個人,No.16,男子50m自由形,65~69歳,8,二宮次郎,セ・南宇都宮,8/8,36.61,,,,,
個人,No.16,男子50m自由形,65~69歳,9,仲宇佐隆一,セ・横浜,7/7,37.91,,,,,
個人,No.16,男子50m自由形,60~64歳,1,中村勝,セ・南千住,16/4,29.81,,,,,
個人,No.16,男子50m自由形,60~64歳,2,上野太紀夫,セ・柏,15/2,30.92,,,,,
個人,No.16,男子50m自由形,60~64歳,3,山賀勝之,セ・南青山,13/5,30.95,,,,,
個人,No.16,男子50m自由形,60~64歳,4,金子勝,セ・岩槻,15/6,31.69,,,,,
個人,No.16,男子50m自由形,60~64歳,5,宇田川祐一,セ・大宮宮原,9/4,32.04,,,,,
個人,No.16,男子50m自由形,60~64歳,6,中村幸弘,セ・越谷,13/2,32.36,,,,,
個人,No.16,男子50m自由形,60~64歳,7,神尾尚人,セ・市ヶ尾,14/2,32.74,,,,,
個人,No.16,男子50m自由形,60~64歳,8,田中基幹,セ・流山,9/7,33.09,,,,,
個人,No.16,男子50m自由形,60~64歳,9,藤井宏哉,セ・松戸,11/5,33.48,,,,,
個人,No.16,男子50m自由形,55~59歳,1,弭間政隆,セ・葛西,16/6,29.63,,,,,
個人,No.16,男子50m自由形,55~59歳,2,杉原祥之,ザバス川崎,15/5,29.81,,,,,
個人,No.16,男子50m自由形,55~59歳,3,門倉孝行,セ・慶應日吉,12/4,30.12,,,,,
個人,No.16,男子50m自由形,55~59歳,4,西野宮冬木,セ・長津田,13/8,30.63,,,,,
個人,No.16,男子50m自由形,55~59歳,5,浅田康朗,セ・大森,17/1,30.85,,,,,
個人,No.16,男子50m自由形,55~59歳,6,兵藤雄,セ・目黒,14/4,30.91,,,,,
個人,No.16,男子50m自由形,55~59歳,7,青木健二,セ・蒲田,15/9,31.30,,,,,
個人,No.16,男子50m自由形,55~59歳,8,木村秀光,セ・上池袋,14/8,31.35,,,,,
個人,No.16,男子50m自由形,55~59歳,9,新井良育,セ・市ヶ尾,14/9,31.61,,,,,
個人,No.16,男子50m自由形,50~54歳,1,池田正輝,セ・市ヶ尾,21/2,26.08,,,,,
個人,No.16,男子50m自由形,50~54歳,2,大村俊文,セ・二俣川,18/3,26.38,,,,,
個人,No.16,男子50m自由形,50~54歳,3,石井龍,セ・成城,19/5,27.47,,,,,
個人,No.16,男子50m自由形,50~54歳,4,石上智啓,セ・二俣川,16/5,28.64,,,,,
個人,No.16,男子50m自由形,50~54歳,5,佐々木茂倫,セ・流山,17/3,29.45,,,,,
個人,No.16,男子50m自由形,50~54歳,6,甫坂修男,セ・市川,17/7,29.59,,,,,
個人,No.16,男子50m自由形,50~54歳,7,添田邦彦,セ・八王子,9/3,29.78,,,,,
個人,No.16,男子50m自由形,50~54歳,8,阿部賢裕,セ・育見ロ,16/7,29.94,,,,,
個人,No.16,男子50m自由形,50~54歳,9,松崎敏明,セ・慶應日吉,17/5,29.97,,,,,
個人,No.16,男子50m自由形,45~49歳,1,野村峰生,セ・大森,20/2,27.07,,,,,
個人,No.16,男子50m自由形,45~49歳,3,北川貴義,セ・阿佐谷,18/5,28.10,,,,,
個人,No.16,男子50m自由形,45~49歳,4,倉持公一,セ・天王洲,18/1,28.74,,,,,
個人,No.16,男子50m自由形,45~49歳,5,宅間健介,セ・天王洲,17/8,29.12,,,,,
個人,No.16,男子50m自由形,45~49歳,7,今崎長穂,セ・自由が丘,16/3,29.72,,,,,
個人,No.16,男子50m自由形,45~49歳,8,加地隆史,セ・葛西,16/2,30.23,,,,,
個人,No.16,男子50m自由形,45~49歳,9,花輪博之,セ・越谷,15/7,30.31,,,,,
個人,No.16,男子50m自由形,40~44歳,1,前田宗行,セ・二俣川,21/8,26.11,,,,,
個人,No.16,男子50m自由形,40~44歳,2,吉田拓磨,セ・上池袋,20/7,26.99,,,,,
個人,No.16,男子50m自由形,40~44歳,3,石井将太,セ・成瀬,19/2,27.19,,,,,
個人,No.16,男子50m自由形,40~44歳,4,鈴木敏志,セ・松戸,19/9,27.73,,,,,
個人,No.16,男子50m自由形,40~44歳,5,小林弘典,ザバス川崎,19/1,28.27,,,,,
個人,No.16,男子50m自由形,40~44歳,6,村上守,セ・成城,18/9,29.04,,,,,
個人,No.16,男子50m自由形,40~44歳,7,田中遼太,セ・慶應日吉,11/1,33.22,,,,,
個人,No.16,男子50m自由形,35~39歳,1,青木圭祐,セ・葛西,20/5,25.26,,,,,
個人,No.16,男子50m自由形,35~39歳,2,金井元気,セ・慶應日吉,16/9,27.44,,,,,
個人,No.16,男子50m自由形,35~39歳,3,雲藤貴光,セ・天王洲,18/6,27.46,,,,,
個人,No.16,男子50m自由形,35~39歳,4,福田雄太,セ・慶應日吉,17/6,28.96,,,,,
個人,No.16,男子50m自由形,35~39歳,5,和田亮,セ・阿佐谷,18/8,29.99,,,,,
個人,No.16,男子50m自由形,35~39歳,6,佐々木悠介,セ・福島,8/2,35.98,,,,,
個人,No.16,男子50m自由形,30~34歳,1,石川和樹,セ・谷津,21/4,24.54,・大会新,,,,
個人,No.16,男子50m自由形,30~34歳,2,江沢純也,セ・我孫子,17/4,28.65,,,,,
個人,No.16,男子50m自由形,30~34歳,5,大野淳哉,セ・上池袋,15/1,30.97,,,,,
個人,No.16,男子50m自由形,25~29歳,1,川島由伸,セ・上池袋,21/5,23.01,・大会新,,,,
個人,No.16,男子50m自由形,25~29歳,2,板場貴大,セ・成城,21/7,24.44,,,,,
個人,No.16,男子50m自由形,25~29歳,3,中島大賀,セ・市川,21/1,25.10,,,,,
個人,No.16,男子50m自由形,25~29歳,4,神戸優悠希,セ・茂原,21/9,26.00,,,,,
個人,No.16,男子50m自由形,25~29歳,5,宮田遼太,セ・成城,19/4,26.31,,,,,
個人,No.16,男子50m自由形,25~29歳,6,星友也,セ・天王洲,19/6,26.64,,,,,
個人,No.16,男子50m自由形,25~29歳,7,室坂拓真,セ・用賀,19/7,26.87,,,,,
個人,No.16,男子50m自由形,25~29歳,8,村上裕哉,セ・南千住,20/3,27.72,,,,,
個人,No.16,男子50m自由形,25~29歳,9,和田佳明,セ・二俣川,17/9,29.84,,,,,
個人,No.16,男子50m自由形,18~24歳,1,設樂航希,セ・流山,21/6,23.99,,,,,
個人,No.16,男子50m自由形,18~24歳,2,村田拓斗,セ・長津田,20/4,25.05,,,,,
個人,No.16,男子50m自由形,18~24歳,3,織戸友宏,セ・葛西,20/1,26.32,,,,,
個人,No.16,男子50m自由形,18~24歳,4,重高良彦,セ・育見ロ,19/3,26.50,,,,,
個人,No.16,男子50m自由形,18~24歳,5,田中啓二朗,セ・二俣川,20/9,26.61,,,,,
個人,No.16,男子50m自由形,18~24歳,8,伊藤水晶,セ・松戸,20/8,27.34,,,,,
個人,No.16,男子50m自由形,18~24歳,9,佐々木明日真,セ・市川,19/8,27.59,,,,,
リレー,No.17,混合4×50mメドレーリレー,320~359歳,1,二俣川,321歳,1/1,3:56.62,,吉見一江,浅田眞守,香川近,武藤治子
リレー,No.17,混合4×50mメドレーリレー,280~319歳,1,成城,296歳,1/2,3:03.80,,吉田亮,栗林眞知子,木津誠,伊藤ゅかり
リレー,No.17,混合4×50mメドレーリレー,280~319歳,2,慶應日吉,300歳,1/9,3:45.84,,池淵子,泉保,森谷登士江,小田
リレー,No.17,混合4×50mメドレーリレー,280~319歳,3,阿佐谷,289歳,1/10,3:50.05,,伴野保士,吉村進,渡邉登美子,三嶋祐子
リレー,No.17,混合4×50mメドレーリレー,240~279歳,1,二俣川,241歳,3/4,2:22.69,,冨松実,知見彦,武井麻知子,永瀬秀子
リレー,No.17,混合4×50mメドレーリレー,240~279歳,2,八景,240歳,1/4,2:47.42,,鶴岡美佐,兼森伸兒,野村洋子,久保田利
リレー,No.17,混合4×50mメドレーリレー,240~279歳,3,横浜,248歳,1/6,2:54.74*手動,,田邊和可子,仲宇佐隆一,二宀博,佐藤子
リレー,No.17,混合4×50mメドレーリレー,240~279歳,4,長津田,241歳,1/5,2:56.90,,西森文史郎,池谷千尋,宀林佑妃,久保とし子
リレー,No.17,混合4×50mメドレーリレー,200~239歳,1,二俣川,214歳,3/5,2:23.60,,川村佳代子,鶴谷学,大村俊文,板谷仁恵
リレー,No.17,混合4×50mメドレーリレー,200~239歳,2,市ヶ尾,203歳,3/8,2:26.75,,高橋麻子,廣松伸一,図師拓千,白須青子
リレー,No.17,混合4×50mメドレーリレー,200~239歳,3,大森,210歳,2/3,2:30.72,,町田克浩,大竹昌子,浅田康朗,浅尾有香
リレー,No.17,混合4×50mメドレーリレー,200~239歳,4,長津田,203歳,2/5,2:32.06,,原磨理,祖川久茂,花井一也,久保かおり
リレー,No.17,混合4×50mメドレーリレー,200~239歳,5,越谷,210歳,2/6,2:37.21,,小林のぞみ,中村幸弘,花輪博之,山田未紗子
リレー,No.17,混合4×50mメドレーリレー,200~239歳,6,用賀,203歳,2/2,2:43.36,,糸川永利子,和田浩一,室坂拓真,冨樫真討子
リレー,No.17,混合4×50mメドレーリレー,200~239歳,7,松戸,226歳,3/1,2:44.00,,鈴木敏士,藤井宏,高橋,青木華世子
リレー,No.17,混合4×50mメドレーリレー,200~239歳,8,新都心,215歳,2/10,2:49.31,,吉岡智子,浅野亮介,佐久日毅慶,加藤雅弓
リレー,No.17,混合4×50mメドレーリレー,200~239歳,9,阿佐谷,231歳,2/9,2:51.01,,若/佳宏,三かよ子,大川明徳,大原美
リレー,No.17,混合4×50mメドレーリレー,160~199歳,1,長津田,183歳,4/8,2:09.19,,小澤有未,星野隆,吉村華余,藤本豊和
リレー,No.17,混合4×50mメドレーリレー,160~199歳,2,おおたか,163歳,4/10,2:16.76,,嶋田菜々子,中村奈子,川貴章,前田光輝
リレー,No.17,混合4×50mメドレーリレー,160~199歳,3,慶應日吉,177歳,3/2,2:20.01,,宀本八重,金井元気,門倉孝行,小豆澤和代
リレー,No.17,混合4×50mメドレーリレー,160~199歳,4,阿佐谷,166歳,3/9,2:26.73,,棚網恵理,北川貴義,和田亮,宀百合恵
リレー,No.17,混合4×50mメドレーリレー,160~199歳,5,二俣川,176歳,4/1,2:28.87,,寺田貴洋,立石裕太郎,吉池奈々,草野茜
リレー,No.17,混合4×50mメドレーリレー,160~199歳,6,成城,179歳,3/10,2:29.77,,村上守,岩田恵,佐々木彩,藤田一寿
リレー,No.17,混合4×50mメドレーリレー,160~199歳,7,川,197歳,2/8,2:31.51,,/原祥之,中込孝之,錦織佳奈子,土井直子
リレー,No.17,混合4×50mメドレーリレー,160~199歳,8,川,176歳,2/1,2:41.02,,河野大和,佐伯康子,土井満,中山翠
リレー,No.17,混合4×50mメドレーリレー,160~199歳,9,大森,189歳,2/7,2:50.50,,大島江理子,宇佐美学,冨永衣子,成田敏隆
リレー,No.17,混合4×50mメドレーリレー,120~159歳,1,おおたか,133歳,4/6,2:06.65,,松前優里奈,石井了,都築クラウィオ佑亮,柳有美子
リレー,No.17,混合4×50mメドレーリレー,120~159歳,2,南千住,158歳,4/2,2:07.15,,吉田のら,宀川航,真如美優,中村勝
リレー,No.17,混合4×50mメドレーリレー,120~159歳,3,平塚,150歳,4/7,2:12.21,,佐々木美佐,増田究,土屋大貴,足立知実
リレー,No.17,混合4×50mメドレーリレー,120~159歳,4,長津田,137歳,3/6,2:22.53,,村田雅治,宍戸萌,森谷麻貴,矢部裕之
リレー,No.17,混合4×50mメドレーリレー,120~159歳,5,茂原,151歳,2/4,2:33.84,,岡澤士織,松本佳奈,↓戸優悠希,沼憲司郎
リレー,No.17,混合4×50mメドレーリレー,72~119歳,1,成城,95歳,4/5,2:04.45,,仲田笑美,黒田大介,服部碧,丸玖瑠都
リレー,No.17,混合4×50mメドレーリレー,72~119歳,2,二俣川,97歳,4/3,2:09.60,,田中啓二朗,田中壮一郎,竹下菜々美,松本彩花
リレー,No.17,混合4×50mメドレーリレー,72~119歳,3,蒲田,114歳,4/9,2:12.24,,宀澤緋花留,南里輝,青木奈那美,青木健二
リレー,No.17,混合4×50mメドレーリレー,72~119歳,4,長津田,105歳,4/4,2:12.92,,村田拓斗,竹下翔,高橋紗良,川北恵
リレー,No.18,女子4×100mメドレーリレー,240~279歳,1,成城,242歳,1/4,6:14.42,,佐藤洋子,高梨美,仲田久美子,高柳祐子
リレー,No.18,女子4×100mメドレーリレー,240~279歳,2,慶應日吉,251歳,1/8,6:59.62,,高見沢ゆみ子,前畑章子,森谷登志江,田村明美
リレー,No.18,女子4×100mメドレーリレー,200~2っ9歳,1,大宮宮原,217歳,1/6,6:15.47,,花木尚美,坂井慶子,若林朋子,市川百合子
リレー,No.18,女子4×100mメドレーリレー,160~199歳,1,俣川,169歳,1/5,6:22.っっ,,草野茜,竹下菜々美,吉池奈々,前田由希映
リレー,No.18,女子4×100mメドレーリレー,160~199歳,2,慶應日吉,184歳,1/7,6:51.66,,井,井敦子,福麻美,
リレー,No.18,女子4×100mメドレーリレー,160~199歳,3,阿佐谷,196歳,1/3,7:0っ.49,,棚恵理,大久彩子,宮百合恵,五嵐佳澄
リレー,No.19,男子4×100mメドレーリレー,280~っ19歳,1,阿佐谷,285歳,1/8,6:14.4っ,,吉村進,村田幸士郎,吉ノ一彦,折居彰
リレー,No.19,男子4×100mメドレーリレー,200~2っ9歳,1,二俣川,203歳,2/9,4:46.2っ,,下家成人,知見邦彦,堀川広祐,永瀬知之
リレー,No.19,男子4×100mメドレーリレー,200~2っ9歳,2,清瀬,200歳,2/8,4:46.7っ,,山田耕一,小倉和彦,塚本拓也,小倉秀和
リレー,No.19,男子4×100mメドレーリレー,200~2っ9歳,3,市ヶ尾,209歳,2/2,4:49.っ0,,田窪達,吉岡人,菊池千二,山内悠
リレー,No.19,男子4×100mメドレーリレー,200~2っ9歳,4,天王洲,212歳,1/2,6:48.61,,千葉忠英,日暮正明,倉持公一,佐藤流生
リレー,No.19,男子4×100mメドレーリレー,160~199歳,1,二俣川,160歳,2/5,4:18.49,,寺田貴「,石裕太郎,前田康、,前田崇/
リレー,No.19,男子4×100mメドレーリレー,160~199歳,2,市ヶ尾,160歳,2/4,4:っ0.49,,図師拓千,木村考太,池田正輝,田中諒也
リレー,No.19,男子4×100mメドレーリレー,160~199歳,3,大宮宮ノ,174歳,1/5,4:52.06,,皆川雅登,川瀬健次,岡内昭伍,宮川則仁
リレー,No.19,男子4×100mメドレーリレー,120~159歳,1,二俣川,123歳,2/3,4:っ6.12,,田中啓二朗,田中壮一郎,鶴谷学,成田記
リレー,No.19,男子4×100mメドレーリレー,120~159歳,2,阿佐谷,152歳,2/7,4:40.っ6,,棚網宏之,津守陽介,和田太郎,和田亮
リレー,No.19,男子4×100mメドレーリレー,120~159歳,3,長津田,123歳,1/7,5:07.97,,村田拓斗,祖川久茂,村田雅治,竹下翔
リレー,No.19,男子4×100mメドレーリレー,72~119歳,1,成城,88歳,2/6,4:18.96,,柿沼龍史,黒田大介,服部碧,板場貴大
リレー,No.19,男子4×100mメドレーリレー,72~119歳,2,葛西,110歳,1/4,4:っ5.66,,石井孟,前島悠也,加納聖士,織戸友宏
リレー,No.19,男子4×100mメドレーリレー,72~119歳,3,天王洲,115歳,1/6,4:46.っ8,,星友也,鈴木裕介,木渕大輝,寺田遼太
個人,No.20,女子50m平泳ぎ,90~94歳,1,鈴木静江クリ,ーンスパ,1/3,1:っ2.0っ,,,,,
個人,No.20,女子50m平泳ぎ,85~89歳,1,井子,セ・南千住,2/8,1:12.96,,,,,
個人,No.20,女子50m平泳ぎ,80~84歳,1,長谷部征子,セ・八王子,5/2,1:01.41,,,,,
個人,No.20,女子50m平泳ぎ,80~84歳,3,岡本靖子,セ・慶應日吉,3/5,1:06.70,,,,,
個人,No.20,女子50m平泳ぎ,75~79歳,1,渡部みさを,セ・慶應日吉,9/4,51.っ7,,,,,
個人,No.20,女子50m平泳ぎ,75~79歳,2,栗林眞知子,セ・成城,5/7,56.7っ,,,,,
個人,No.20,女子50m平泳ぎ,75~79歳,3,室谷晴江,セ・大森,5/4,58.72,,,,,
個人,No.20,女子50m平泳ぎ,75~79歳,5,末光とき子,墨田区体育宀,2/4,1:05.87,,,,,
個人,No.20,女子50m平泳ぎ,75~79歳,7,諸橋暁子,曽谷・セ,2/5,1:10.01,,,,,
個人,No.20,女子50m平泳ぎ,75~79歳,8,吉見一江,セ・二俣川,2/6,1:14.52,,,,,
個人,No.20,女子50m平泳ぎ,70~74歳,1,瀧下子,セ・志木,7/5,54.80,,,,,
個人,No.20,女子50m平泳ぎ,70~74歳,2,高佳代子,ザバス八景,7/8,56.11,,,,,
個人,No.20,女子50m平泳ぎ,70~74歳,3,新井瑞枝,セ・流山,3/6,56.28,,,,,
個人,No.20,女子50m平泳ぎ,70~74歳,5,松木真知子,セ・ときわ,4/3,57.22,,,,,
個人,No.20,女子50m平泳ぎ,70~74歳,7,小澤優子,セ・葛西,4/5,58.61,,,,,
個人,No.20,女子50m平泳ぎ,70~74歳,8,畠山眞由美,セ・柏,3/2,58.90,,,,,
個人,No.20,女子50m平泳ぎ,65~69歳,1,高美樹,セ・成城,10/5,49.っ1,,,,,
個人,No.20,女子50m平泳ぎ,65~69歳,2,米澤美智子,セ・成瀬,10/6,49.86,,,,,
