競技番号,競技性別,競技名,世界記録,日本記録,大会記録,年齢区分,順位,リレー泳順,氏名,所属,水路,リレー時間,個人時間,リレー合計年齢,飛込タイム,LAPタイム
No.1,女子,100m個人メドレー,1:38.45,1:36.03,2:05.42,80～84歳,1,,久保美紀枝,セ・流山,1/3,,2:28.70,,1.07,33.91|1:10.46|1:54.22
No.20,男子,4×50mフリーリレー,1:32.77,1:31.78,1:39.12,160～199歳,8,4,黒田大介,セ・成城,3/1,2:00.22,12.15,184歳,,13.23|27.51|41.46|57.25|1:14.84|1:34.59|1:46.74
No.20,男子,4×50mフリーリレー,1:32.77,1:31.78,1:39.12,160～199歳,9,1,鈴木克彦,セ・平塚,1/3,2:39.71,16.93,172歳,0.93,16.93|36.95|52.28|1:09.53|1:37.26|2:13.80|2:26.24
No.20,男子,4×50mフリーリレー,1:32.77,1:31.78,1:39.12,160～199歳,9,2,長谷川輝,セ・平塚,1/3,2:39.71,15.33,172歳,,16.93|36.95|52.28|1:09.53|1:37.26|2:13.80|2:26.24
No.20,男子,4×50mフリーリレー,1:32.77,1:31.78,1:39.12,160～199歳,9,3,岩崎純,セ・平塚,1/3,2:39.71,27.73,172歳,,16.93|36.95|52.28|1:09.53|1:37.26|2:13.80|2:26.24
No.20,男子,4×50mフリーリレー,1:32.77,1:31.78,1:39.12,160～199歳,9,4,相原海星,セ・平塚,1/3,2:39.71,12.44,172歳,,16.93|36.95|52.28|1:09.53|1:37.26|2:13.80|2:26.24
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,1,1,前田崇行,セ・二俣川,2/6,1:43.07,12.70,139歳,0.68,12.70|25.83|38.16|51.68|1:04.77|1:18.78|1:30.10
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,1,2,田中壮一郎,セ・二俣川,2/6,1:43.07,12.33,139歳,,12.70|25.83|38.16|51.68|1:04.77|1:18.78|1:30.10
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,1,3,新福留広貴,セ・二俣川,2/6,1:43.07,13.09,139歳,,12.70|25.83|38.16|51.68|1:04.77|1:18.78|1:30.10
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,1,4,前田康輔,セ・二俣川,2/6,1:43.07,11.32,139歳,,12.70|25.83|38.16|51.68|1:04.77|1:18.78|1:30.10
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,2,1,前島悠也,セ・葛西,3/9,1:49.96,12.72,138歳,0.74,12.72|26.45|41.09|56.83|1:08.93|1:22.41|1:35.83
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,2,2,宮木幸彦,セ・葛西,3/9,1:49.96,14.64,138歳,,12.72|26.45|41.09|56.83|1:08.93|1:22.41|1:35.83
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,2,3,泉翔太,セ・葛西,3/9,1:49.96,12.10,138歳,,12.72|26.45|41.09|56.83|1:08.93|1:22.41|1:35.83
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,2,4,嶋田翔太,セ・葛西,3/9,1:49.96,13.42,138歳,,12.72|26.45|41.09|56.83|1:08.93|1:22.41|1:35.83
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,3,1,荒井啓汰,セ・阿佐谷,4/2,1:51.51,12.91,151歳,0.65,12.32|25.85|41.02|58.12|1:10.99|1:25.97
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,3,2,若杉佳宏,セ・阿佐谷,4/2,1:51.51,14.06,151歳,,12.32|25.85|41.02|58.12|1:10.99|1:25.97
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,3,3,和田亮,セ・阿佐谷,4/2,1:51.51,13.62,151歳,,12.32|25.85|41.02|58.12|1:10.99|1:25.97
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,3,4,石井克典,セ・阿佐谷,4/2,1:51.51,12.89,151歳,,12.32|25.85|41.02|58.12|1:10.99|1:25.97
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,3,1,高見沢重倫,セ・阿佐谷,4/2,1:51.51,12.32,151歳,0.58,12.32|25.85|41.02|58.12|1:10.99|1:25.97
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,3,2,岩田寛,セ・阿佐谷,4/2,1:51.51,15.17,151歳,,12.32|25.85|41.02|58.12|1:10.99|1:25.97
No.20,男子,4×50mフリーリレー,1:29.88,1:29.88,1:34.45,120～159歳,3,3,稲村公貴,セ・阿佐谷,4/2,1:51.51,12.87,151歳,,12.32|25.85|41.02|58.12|1:10.99|1:25.97
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,1,1,田嶋直志,セ・流山,4/5,1:38.02,11.82,79歳,0.64,11.82|24.35|35.56|47.56|59.46|1:12.56|1:24.87
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,1,2,設樂航希,セ・流山,4/5,1:38.02,11.21,79歳,,11.82|24.35|35.56|47.56|59.46|1:12.56|1:24.87
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,1,3,光永喜紀,セ・流山,4/5,1:38.02,11.90,79歳,,11.82|24.35|35.56|47.56|59.46|1:12.56|1:24.87
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,1,4,相澤倖翔,セ・流山,4/5,1:38.02,12.31,79歳,,11.82|24.35|35.56|47.56|59.46|1:12.56|1:24.87
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,2,1,西村恭佑,セ・二俣川,2/7,1:40.43,11.74,90歳,0.64,11.74|24.14|36.15|49.63|1:01.77|1:15.48|1:27.66
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,2,2,田中啓二朗,セ・二俣川,2/7,1:40.43,12.01,90歳,,11.74|24.14|36.15|49.63|1:01.77|1:15.48|1:27.66
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,2,3,秋澤裕介,セ・二俣川,2/7,1:40.43,12.14,90歳,,11.74|24.14|36.15|49.63|1:01.77|1:15.48|1:27.66
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,2,4,梶原勇雅,セ・二俣川,2/7,1:40.43,12.18,90歳,,11.74|24.14|36.15|49.63|1:01.77|1:15.48|1:27.66
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,3,1,髙梨大樹,セ・成城,4/4,1:40.65,12.32,102歳,0.66,12.32|25.43|37.55|50.87|1:03.16|1:16.55|1:28.15
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,3,2,柿沼龍史,セ・成城,4/4,1:40.65,12.12,102歳,,12.32|25.43|37.55|50.87|1:03.16|1:16.55|1:28.15
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,3,3,宮田遼太,セ・成城,4/4,1:40.65,12.29,102歳,,12.32|25.43|37.55|50.87|1:03.16|1:16.55|1:28.15
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,3,4,服部碧,セ・成城,4/4,1:40.65,11.60,102歳,,12.32|25.43|37.55|50.87|1:03.16|1:16.55|1:28.15
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,4,1,織戸友宏,セ・葛西,4/3,1:41.21,12.25,88歳,0.68,12.25|25.04|36.37|48.60|1:01.01|1:14.53|1:27.38
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,4,2,佐藤魁将,セ・葛西,4/3,1:41.21,11.33,88歳,,12.25|25.04|36.37|48.60|1:01.01|1:14.53|1:27.38
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,4,3,野中海貴,セ・葛西,4/3,1:41.21,12.41,88歳,,12.25|25.04|36.37|48.60|1:01.01|1:14.53|1:27.38
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,4,4,加納聖士,セ・葛西,4/3,1:41.21,12.85,88歳,,12.25|25.04|36.37|48.60|1:01.01|1:14.53|1:27.38
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,5,1,津崎朝輝,セ・武蔵小杉,3/8,1:42.92,12.48,115歳,0.62,12.48|25.88|38.28|51.56|1:04.60|1:18.74|1:30.32
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,5,2,松澤朋樹,セ・武蔵小杉,3/8,1:42.92,12.40,115歳,,12.48|25.88|38.28|51.56|1:04.60|1:18.74|1:30.32
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,5,3,袴田舜,セ・武蔵小杉,3/8,1:42.92,13.04,115歳,,12.48|25.88|38.28|51.56|1:04.60|1:18.74|1:30.32
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,5,4,荒井優,セ・武蔵小杉,3/8,1:42.92,11.58,115歳,,12.48|25.88|38.28|51.56|1:04.60|1:18.74|1:30.32
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,6,1,西沢歩,セ・清瀬,4/6,1:45.15,13.02,102歳,0.68,13.02|27.09|39.80|53.34|1:06.06|1:19.48|1:31.43
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,6,2,今里昂哉,セ・清瀬,4/6,1:45.15,12.71,102歳,,13.02|27.09|39.80|53.34|1:06.06|1:19.48|1:31.43
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,6,3,塚本拓也,セ・清瀬,4/6,1:45.15,12.72,102歳,,13.02|27.09|39.80|53.34|1:06.06|1:19.48|1:31.43
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,6,4,浅井春人,セ・清瀬,4/6,1:45.15,11.95,102歳,,13.02|27.09|39.80|53.34|1:06.06|1:19.48|1:31.43
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,7,1,村田雅治,セ・長津田,4/7,1:49.13,12.68,108歳,0.62,12.68|26.50|40.56|55.06|1:09.78|1:24.67|1:36.20
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,7,2,矢作歩,セ・長津田,4/7,1:49.13,14.06,108歳,,12.68|26.50|40.56|55.06|1:09.78|1:24.67|1:36.20
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,7,3,西野宮源希,セ・長津田,4/7,1:49.13,14.72,108歳,,12.68|26.50|40.56|55.06|1:09.78|1:24.67|1:36.20
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,7,4,村田拓斗,セ・長津田,4/7,1:49.13,11.53,108歳,,12.68|26.50|40.56|55.06|1:09.78|1:24.67|1:36.20
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,8,1,小野健,セ・天王洲,4/1,1:50.27,12.59,112歳,0.62,12.59|25.96|38.33|52.35|1:05.91|1:21.26|1:35.25
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,8,2,中村翼,セ・天王洲,4/1,1:50.27,12.37,112歳,,12.59|25.96|38.33|52.35|1:05.91|1:21.26|1:35.25
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,8,3,加間英貴,セ・天王洲,4/1,1:50.27,13.56,112歳,,12.59|25.96|38.33|52.35|1:05.91|1:21.26|1:35.25
No.20,男子,4×50mフリーリレー,1:30.57,1:28.02,1:36.36,72～119歳,8,4,鈴木裕介,セ・天王洲,4/1,1:50.27,13.99,112歳,,12.59|25.96|38.33|52.35|1:05.91|1:21.26|1:35.25
No.21,女子,50m平泳ぎ,52.17,52.33,,85～89歳,1,,大塚裕子,セ・成城,2/8,,1:08.36,,0.87,
No.21,女子,50m平泳ぎ,46.48,46.48,59.00,80～84歳,1,,佐藤由利子,セ・用賀,1/5,,1:02.12,,0.80,
No.21,女子,50m平泳ぎ,46.48,46.48,59.00,80～84歳,2,,久保美紀枝,セ・流山,1/7,,1:12.76,,1.02,
No.21,女子,50m平泳ぎ,46.48,46.48,59.00,80～84歳,3,,小野洋子,セ・我孫子,1/2,,1:22.51,,1.26,
No.21,女子,50m平泳ぎ,46.48,46.48,59.00,80～84歳,4,,西村咲喜子,セ・志木,1/9,,1:53.64,,,
No.21,女子,50m平泳ぎ,43.79,43.79,50.72,75～79歳,1,,渡部みさを,セ・慶應日吉,6/4,,52.43,,0.84,
No.21,女子,50m平泳ぎ,43.79,43.79,50.72,75～79歳,2,,栗林眞知子,セ・成城,3/6,,54.17,,0.94,
No.21,女子,50m平泳ぎ,43.79,43.79,50.72,75～79歳,3,,室谷晴江,セ・大森,3/9,,58.24,,0.95,
No.21,女子,50m平泳ぎ,43.79,43.79,50.72,75～79歳,4,,福田加代子,セ・戸塚,2/5,,58.36,,0.72,
No.21,女子,50m平泳ぎ,43.79,43.79,50.72,75～79歳,5,,岡田まり子,CS南行徳,2/4,,1:01.99,,0.97,
No.21,女子,50m平泳ぎ,43.79,43.79,50.72,75～79歳,6,,荒深なみ,セ・市ヶ尾,2/2,,1:04.74,,0.84,
No.21,女子,50m平泳ぎ,43.79,43.79,50.72,75～79歳,7,,吉見一江,セ・二俣川,1/4,,1:13.87,,,
No.21,女子,50m平泳ぎ,42.10,42.80,45.06,70～74歳,1,,瀧下節子,セ・志木,5/9,,53.35,,0.77,
No.21,女子,50m平泳ぎ,42.10,42.80,45.06,70～74歳,2,,新井瑞枝,セ・流山,3/1,,55.02,,1.04,
No.21,女子,50m平泳ぎ,42.10,42.80,45.06,70～74歳,3,,小笠原三春,セ・八王子,4/9,,55.46,,0.91,
No.21,女子,50m平泳ぎ,42.10,42.80,45.06,70～74歳,4,,青砥美智子,セ・葛西,3/8,,57.09,,1.03,
No.21,女子,50m平泳ぎ,42.10,42.80,45.06,70～74歳,5,,小澤優子,セ・葛西,3/3,,58.54,,0.83,
No.21,女子,50m平泳ぎ,42.10,42.80,45.06,70～74歳,6,,高木保子,セ・おおたか,2/9,,1:00.23,,0.96,
No.21,女子,50m平泳ぎ,42.10,42.80,45.06,70～74歳,7,,池田則子,セ・松戸,1/8,,1:05.95,,1.09,
No.21,女子,50m平泳ぎ,38.19,40.32,44.00,65～69歳,1,,米澤美智子,セ・成瀬,7/2,,49.63,,0.83,
No.21,女子,50m平泳ぎ,38.19,40.32,44.00,65～69歳,2,,田代眞理子,セ・成城,6/5,,50.35,,0.74,
No.21,女子,50m平泳ぎ,38.19,40.32,44.00,65～69歳,3,,西村恵子,セ・西東京,5/8,,51.73,,0.89,
No.21,女子,50m平泳ぎ,38.19,40.32,44.00,65～69歳,4,,桶谷智子,セ・成城,5/6,,52.15,,0.86,
No.21,女子,50m平泳ぎ,38.19,40.32,44.00,65～69歳,5,,三枚堂かよ子,セ・阿佐谷,6/8,,52.92,,0.84,
No.21,女子,50m平泳ぎ,38.19,40.32,44.00,65～69歳,6,,五月女美幸,セ・宇都宮,3/5,,57.51,,0.96,
No.21,女子,50m平泳ぎ,38.19,40.32,44.00,65～69歳,7,,益田加津子,セ・自由が丘,3/10,,58.40,,1.07,
No.21,女子,50m平泳ぎ,38.19,40.32,44.00,65～69歳,8,,近藤みゆき,セ・阿佐谷,2/6,,1:00.43,,0.68,
No.21,女子,50m平泳ぎ,38.19,40.32,44.00,65～69歳,9,,小高和子,セ・桶川北本,1/3,,1:16.51,,,
No.21,女子,50m平泳ぎ,36.79,36.95,42.93,60～64歳,1,,石井菜穂美,セ・市川,8/5,,45.09,,0.89,
No.21,女子,50m平泳ぎ,36.79,36.95,42.93,60～64歳,2,,小池理恵子,セ・阿佐谷,7/1,,49.08,,0.94,
No.21,女子,50m平泳ぎ,36.79,36.95,42.93,60～64歳,3,,榎本恵子,セ・西新井,6/10,,49.84,,0.83,
No.21,女子,50m平泳ぎ,36.79,36.95,42.93,60～64歳,4,,北嶋春美,セ・湘南ＬＴ,6/7,,50.54,,0.82,
No.21,女子,50m平泳ぎ,36.79,36.95,42.93,60～64歳,5,,亀山幸江,セ・Ｓ湘南台,5/2,,52.79,,0.83,
No.21,女子,50m平泳ぎ,36.79,36.95,42.93,60～64歳,6,,柳沢智子,セ・成城,5/1,,53.60,,0.95,
No.21,女子,50m平泳ぎ,36.79,36.95,42.93,60～64歳,7,,太刀岡早苗,セ・市ヶ尾,4/1,,56.04,,0.82,
No.21,女子,50m平泳ぎ,36.79,36.95,42.93,60～64歳,8,,石井恵津,セ・自由が丘,4/8,,56.25,,0.97,
No.21,女子,50m平泳ぎ,36.79,36.95,42.93,60～64歳,9,,勝又聡子,セ・福生,2/3,,1:03.19,,0.88,
No.21,女子,50m平泳ぎ,35.15,36.78,39.69,55～59歳,1,,鈴木亜抄子,セ・二俣川,9/10,,43.56,,0.72,
No.21,女子,50m平泳ぎ,35.15,36.78,39.69,55～59歳,2,,本多律子,セ・市ヶ尾,7/9,,46.05,,0.82,
No.21,女子,50m平泳ぎ,35.15,36.78,39.69,55～59歳,3,,坂井慶子,セ・大宮宮原,5/4,,48.65,,0.75,
No.21,女子,50m平泳ぎ,35.15,36.78,39.69,55～59歳,4,,角南美貴,セ・我孫子,6/2,,51.36,,0.78,
No.21,女子,50m平泳ぎ,35.15,36.78,39.69,55～59歳,5,,杉野幸恵,セ・越谷,5/5,,52.03,,1.06,
No.21,女子,50m平泳ぎ,35.15,36.78,39.69,55～59歳,6,,是永朋子,セ・二俣川,6/9,,52.04,,0.93,
No.21,女子,50m平泳ぎ,35.15,36.78,39.69,55～59歳,7,,大久保彩子,セ・阿佐谷,3/4,,52.29,,0.81,
No.21,女子,50m平泳ぎ,35.15,36.78,39.69,55～59歳,8,,阿部のぞみ,セ・二俣川,4/2,,53.92,,0.85,
No.21,女子,50m平泳ぎ,35.15,36.78,39.69,55～59歳,9,,田上麻紀,セ・久喜,4/3,,54.99,,0.77,
No.21,女子,50m平泳ぎ,35.15,36.78,39.69,55～59歳,10,,岩朋実,セ・川越,3/7,,55.97,,0.80,
No.21,女子,50m平泳ぎ,33.96,34.97,39.47,50～54歳,1,,白須靖子,セ・市ヶ尾,7/4,,44.47,,0.71,
No.21,女子,50m平泳ぎ,33.96,34.97,39.47,50～54歳,2,,五十嵐知佐,セ・おおたか,7/7,,45.45,,0.79,
No.21,女子,50m平泳ぎ,33.96,34.97,39.47,50～54歳,3,,大橋ほづ美,セ・清瀬,7/10,,46.17,,0.79,
No.21,女子,50m平泳ぎ,33.96,34.97,39.47,50～54歳,4,,有路さくら,セ・福生,4/5,,49.74,,0.74,
No.21,女子,50m平泳ぎ,33.96,34.97,39.47,50～54歳,5,,須釜映子,セ・西新井,5/10,,53.67,,0.84,
No.21,女子,50m平泳ぎ,32.59,34.05,36.44,45～49歳,1,,松長美登里,セ・長津田,8/3,,42.84,,0.80,
No.21,女子,50m平泳ぎ,32.59,34.05,36.44,45～49歳,2,,上田有紀,セ・新浦安,8/8,,44.89,,0.88,
No.21,女子,50m平泳ぎ,32.59,34.05,36.44,45～49歳,3,,溝井花代子,セ・葛西,7/8,,46.31,,0.80,
No.21,女子,50m平泳ぎ,32.59,34.05,36.44,45～49歳,4,,上野純子,セ・柏,5/7,,50.44,,0.79,
No.21,女子,50m平泳ぎ,32.59,34.05,36.44,45～49歳,5,,福澤絵理,CS南行徳,6/1,,50.84,,0.79,
No.21,女子,50m平泳ぎ,32.59,34.05,36.44,45～49歳,6,,棈野美紀,セ・慶應日吉,2/7,,1:00.76,,,
No.21,女子,50m平泳ぎ,31.58,34.01,37.30,40～44歳,1,,瀬原まどか,セ・阿佐谷,9/6,,38.00,,0.66,
No.21,女子,50m平泳ぎ,31.58,34.01,37.30,40～44歳,2,,小豆澤和代,セ・慶應日吉,8/2,,40.74,,0.74,
No.21,女子,50m平泳ぎ,31.58,34.01,37.30,40～44歳,3,,山田未紗子,セ・越谷,8/9,,42.71,,0.81,
No.21,女子,50m平泳ぎ,31.58,34.01,37.30,40～44歳,4,,岩田愛恵,セ・成城,8/1,,45.45,,0.71,
No.21,女子,50m平泳ぎ,31.58,34.01,37.30,40～44歳,5,,山本真規子,セ・八王子,4/10,,49.73,,0.75,
No.21,女子,50m平泳ぎ,31.58,34.01,37.30,40～44歳,6,,石川彩,セ・成瀬,4/4,,52.43,,1.07,
No.21,女子,50m平泳ぎ,30.96,31.87,36.36,35～39歳,1,,大家萌実,セ・用賀,8/4,,41.19,,0.64,
No.21,女子,50m平泳ぎ,30.96,31.87,36.36,35～39歳,2,,小野信子,セ・新浦安,9/2,,41.48,,0.74,
No.21,女子,50m平泳ぎ,30.96,31.87,36.36,35～39歳,3,,RacaruGabriela,セ・慶應日吉,5/3,,48.93,,0.86,
No.21,女子,50m平泳ぎ,30.96,31.87,36.36,35～39歳,4,,渡辺真衣,セ・西新井,4/7,,54.65,,1.05,
No.21,女子,50m平泳ぎ,31.35,31.71,36.02,30～34歳,1,,遠藤桃,セ・越谷,9/4,,37.05,,0.81,
No.21,女子,50m平泳ぎ,31.35,31.71,36.02,30～34歳,2,,深堀陽子,セ・二俣川,9/1,,41.88,,0.81,
No.21,女子,50m平泳ぎ,30.06,30.69,35.67,25～29歳,1,,小林志穂,セ・葛西,9/5,,34.72,,0.70,
No.21,女子,50m平泳ぎ,30.06,30.69,35.67,25～29歳,2,,丸玖瑠都,セ・成城,9/7,,37.63,,0.64,
No.21,女子,50m平泳ぎ,30.06,30.69,35.67,25～29歳,3,,石井理桜子,セ・市川,9/8,,41.04,,0.68,
No.21,女子,50m平泳ぎ,30.06,30.69,35.67,25～29歳,4,,山下紗英,セ・Ｓ湘南台,9/9,,41.31,,0.73,
No.21,女子,50m平泳ぎ,30.06,30.69,35.67,25～29歳,5,,柏木涼,セ・越谷LT,6/6,,45.21,,0.87,
No.21,女子,50m平泳ぎ,30.06,30.69,35.67,25～29歳,6,,足立知実,セ・平塚,7/3,,45.63,,0.69,
No.21,女子,50m平泳ぎ,,32.36,33.69,18～24歳,1,,吉川日菜,セ・下北沢,9/3,,42.60,,0.92,
No.21,女子,50m平泳ぎ,,32.36,33.69,18～24歳,2,,蒲池美咲,セ・八王子,7/5,,44.89,,0.71,
No.21,女子,50m平泳ぎ,,32.36,33.69,18～24歳,3,,池田美来,セ・我孫子,8/10,,46.11,,0.62,
No.21,女子,50m平泳ぎ,,32.36,33.69,18～24歳,4,,鈴江翠花,セ・武蔵小杉,6/3,,50.06,,0.79,
No.22,男子,50m平泳ぎ,41.42,41.42,48.69,80～84歳,1,,今修二,セ・越谷,3/1,,52.31,,0.84,
No.22,男子,50m平泳ぎ,41.42,41.42,48.69,80～84歳,2,,池端孝一,セ・成瀬,1/6,,54.79,,0.89,
No.22,男子,50m平泳ぎ,41.42,41.42,48.69,80～84歳,3,,小田稔,セ・慶應日吉,1/7,,1:05.45,,1.08,
No.22,男子,50m平泳ぎ,41.42,41.42,48.69,80～84歳,4,,髙木誠,セ・我孫子,1/8,,1:10.99,,1.11,
No.22,男子,50m平泳ぎ,41.42,41.42,48.69,80～84歳,5,,服部宣孔,セ・ときわ台,1/3,,1:12.83,,0.99,
No.22,男子,50m平泳ぎ,36.78,37.70,41.74,75～79歳,1,,服部陽一,セ・成瀬,2/5,,49.89,,0.80,
No.22,男子,50m平泳ぎ,36.78,37.70,41.74,75～79歳,2,,綱島憲,セ・用賀,2/8,,53.06,,0.82,
No.22,男子,50m平泳ぎ,33.54,35.85,39.78,70～74歳,1,,吉村進,セ・阿佐谷,5/7,,40.80,,0.73,
No.22,男子,50m平泳ぎ,33.54,35.85,39.78,70～74歳,2,,堀井昭雅,セ・久喜,4/9,,44.95,,0.77,
No.22,男子,50m平泳ぎ,33.54,35.85,39.78,70～74歳,3,,前川正,セ・Ｆ東戸塚,4/2,,45.36,,0.75,
No.22,男子,50m平泳ぎ,33.54,35.85,39.78,70～74歳,4,,安髙祐三,セ・越谷,3/3,,47.25,,0.70,
No.22,男子,50m平泳ぎ,33.54,35.85,39.78,70～74歳,5,,幡場達明,セ・大宮宮原,3/2,,49.41,,0.86,
No.22,男子,50m平泳ぎ,33.54,35.85,39.78,70～74歳,6,,仲二見実,セ・ときわ台,2/4,,54.80,,1.07,
No.22,男子,50m平泳ぎ,32.50,33.20,38.67,65～69歳,1,,松田賢治,セ・大宮宮原,5/3,,39.74,,0.86,
No.22,男子,50m平泳ぎ,32.50,33.20,38.67,65～69歳,2,,中村浩司,セ・青砥,3/6,,45.31,,0.86,
No.22,男子,50m平泳ぎ,32.50,33.20,38.67,65～69歳,3,,赤坂吉昭,セ・葛西,3/10,,55.10,,0.91,
No.22,男子,50m平泳ぎ,29.77,32.42,33.20,60～64歳,1,,小倉和彦,セ・清瀬,8/7,,34.15,,0.77,
No.22,男子,50m平泳ぎ,29.77,32.42,33.20,60～64歳,2,,廣松伸一,セ・市ヶ尾,7/5,,35.81,,0.69,
No.22,男子,50m平泳ぎ,29.77,32.42,33.20,60～64歳,3,,奥平裕二,セ・トレッサ,6/5,,37.33,,0.74,
No.22,男子,50m平泳ぎ,29.77,32.42,33.20,60～64歳,4,,廣本佳也,セ・上池袋,6/2,,39.05,,0.78,
No.22,男子,50m平泳ぎ,29.77,32.42,33.20,60～64歳,5,,池谷千尋,セ・長津田,5/4,,39.17,,0.75,
No.22,男子,50m平泳ぎ,29.77,32.42,33.20,60～64歳,6,,兼森伸兒,ザバス八景,6/7,,39.51,,0.78,
No.22,男子,50m平泳ぎ,29.77,32.42,33.20,60～64歳,6,,中村幸弘,セ・越谷,6/9,,39.51,,0.82,
No.22,男子,50m平泳ぎ,29.77,32.42,33.20,60～64歳,8,,上野太紀夫,セ・柏,6/8,,40.06,,0.74,
No.22,男子,50m平泳ぎ,29.77,32.42,33.20,60～64歳,9,,小池輝明,セ・武蔵小杉,5/10,,40.95,,0.90,
No.22,男子,50m平泳ぎ,29.77,32.42,33.20,60～64歳,10,,谷川元,セ・ときわ台,4/4,,41.14,,0.77,
No.22,男子,50m平泳ぎ,29.22,30.55,31.89,55～59歳,1,,坂野照雄,セ・越谷,7/2,,36.82,,0.73,
No.22,男子,50m平泳ぎ,29.22,30.55,31.89,55～59歳,2,,江藤邦徳,セ・流山,4/5,,39.14,,0.78,
No.22,男子,50m平泳ぎ,29.22,30.55,31.89,55～59歳,3,,木村秀光,セ・上池袋,6/1,,39.77,,0.78,
No.22,男子,50m平泳ぎ,29.22,30.55,31.89,55～59歳,4,,高田義久,セ・八王子,5/8,,40.37,,0.70,
No.22,男子,50m平泳ぎ,29.22,30.55,31.89,55～59歳,5,,北村勇,セ・能見台,3/8,,43.54,,0.77,
No.22,男子,50m平泳ぎ,29.22,30.55,31.89,55～59歳,6,,中島茂,セ・Ｓ湘南台,4/3,,45.80,,0.80,
No.22,男子,50m平泳ぎ,29.22,30.55,31.89,55～59歳,7,,須川真彦,セ・Ｓ湘南台,1/4,,53.78,,0.97,
No.22,男子,50m平泳ぎ,28.72,28.72,29.97,50～54歳,1,,小森康弘,セ・葛西,10/3,,30.77,,0.65,
No.22,男子,50m平泳ぎ,28.72,28.72,29.97,50～54歳,2,,星野隆,セ・長津田,8/8,,34.79,,0.71,
No.22,男子,50m平泳ぎ,28.72,28.72,29.97,50～54歳,3,,祖川久茂,セ・長津田,7/7,,35.77,,0.65,
