イベントNo,性別,種目,年齢区分,順位,氏名,チーム名,合計年齢,所属,水路,記録,備考,種別
23,女子,50m自由形,75～79歳,8,岡田,,,啓子    セ・桶川北本,1/ 9,53.82,,個人
23,女子,50m自由形,75～79歳,9,安部,,,澄子    セ・我孫子,1/ 4,54.39,,個人
23,女子,50m自由形,75～79歳,10,石川,,,和子    セ・我孫子,2/ 5,57.92,,個人
23,女子,50m自由形,70～74歳,1,中平,,,信子    セ・成瀬,6/ 5,42.00,,個人
23,女子,50m自由形,70～74歳,2,村上,,,美晴    セ・東十条,7/ 3,43.19,,個人
23,女子,50m自由形,70～74歳,3,齊藤たか子,,,ザバス川崎,7/ 2,43.96,,個人
23,女子,50m自由形,70～74歳,4,古里 恵子,,,セ・おおたか,2/ 4,44.79,,個人
23,女子,50m自由形,70～74歳,5,清水,,,裕子    セ・二俣川,5/ 5,45.15,,個人
23,女子,50m自由形,70～74歳,6,譲原,,,恵子    セ・我孫子,5/ 4,46.32,,個人
23,女子,50m自由形,70～74歳,7,田口,,,香    セ・清瀬,4/ 8,48.31,,個人
23,女子,50m自由形,70～74歳,8,山崎美南子,,,セ・南青山,3/ 5,49.74,,個人
23,女子,50m自由形,70～74歳,9,池田,,,則子    セ・松戸,1/ 8,50.47,,個人
23,女子,50m自由形,70～74歳,10,戸倉,,,陽子    セ・慶應日吉,5/ 1,51.21,,個人
23,女子,50m自由形,70～74歳,11,松山,,,慶子    セ・二俣川,2/ 3,52.52,,個人
23,女子,50m自由形,70～74歳,12,富樫,,,博子    セ・大森,2/ 6,57.14,,個人
23,女子,50m自由形,70～74歳,13,于,,,亜芝    セ・南千住,3/10,58.30,,個人
23,女子,50m自由形,65～69歳,1,野村,,,洋子    ザバス八景,10/ 9,37.31,,個人
23,女子,50m自由形,65～69歳,2,安藤,,,薫    セ・西新井,10/ 1,37.97,,個人
23,女子,50m自由形,65～69歳,3,川久保ちづる,,,ザバス川崎,7/ 5,38.60,,個人
23,女子,50m自由形,65～69歳,4,高梨,,,美樹    セ・成城,10/10,38.77,,個人
23,女子,50m自由形,65～69歳,5,三枝,,,裕子    セ・西東京,8/ 5,38.81,,個人
23,女子,50m自由形,65～69歳,6,塙,,,清子    セ・自由が丘,9/10,39.65,,個人
23,女子,50m自由形,65～69歳,7,野島,,,正代    セ・阿佐谷,9/ 9,39.92,,個人
23,女子,50m自由形,65～69歳,8,井上美佐子,,,セ・大森,6/ 4,42.01,,個人
23,女子,50m自由形,65～69歳,9,窪田,,,久恵    セ・上池袋,8/ 2,43.36,,個人
23,女子,50m自由形,65～69歳,10,山梨,,,静枝    セ・我孫子,5/ 6,43.55,,個人
23,女子,50m自由形,65～69歳,11,光畑千栄子,,,セ・成瀬,6/ 6,43.64,,個人
23,女子,50m自由形,65～69歳,12,余宮まりえ,,,芦屋海浜公園,7/ 8,45.72,,個人
23,女子,50m自由形,65～69歳,13,渋谷,,,照代    セ・我孫子,3/ 6,46.17,,個人
23,女子,50m自由形,65～69歳,14,石崎,,,節代    セ・南千住,6/ 1,46.98,,個人
23,女子,50m自由形,65～69歳,15,松浦,,,敏子    セ・我孫子,3/ 9,47.93,,個人
23,女子,50m自由形,65～69歳,16,古俣,,,悦子    セ・下北沢,7/ 4,48.72,,個人
23,女子,50m自由形,65～69歳,17,須田菜奈子,,,セ・桶川北本,5/ 8,50.93,,個人
23,女子,50m自由形,65～69歳,18,池長,,,幸子    セ・桶川北本,3/ 2,56.11,,個人
23,女子,50m自由形,60～64歳,1,永瀬,,,秀子    セ・二俣川,14/10,31.58,･大会新,個人
23,女子,50m自由形,60～64歳,2,石原なおみ,,,セ・阿佐谷,12/ 1,34.36,,個人
23,女子,50m自由形,60～64歳,3,横尾しずか,,,セ・用賀,11/ 6,34.48,,個人
23,女子,50m自由形,60～64歳,4,羽山恵津子,,,セ・葛西,11/ 4,34.50,,個人
23,女子,50m自由形,60～64歳,5,石井,,,裕美    セ・ときわ台,10/ 6,35.44,,個人
23,女子,50m自由形,60～64歳,6,高柳,,,祐子    セ・成城,11/ 2,35.56,,個人
23,女子,50m自由形,60～64歳,7,中野内嘉子,,,セ・慶應日吉,8/ 8,36.78,,個人
23,女子,50m自由形,60～64歳,8,平林すみれ,,,セ・ときわ台,9/ 4,36.95,,個人
23,女子,50m自由形,60～64歳,9,大槻真由美,,,セ・清瀬,10/ 2,37.68,,個人
23,女子,50m自由形,60～64歳,10,山本,,,庸子    セ・八王子,9/ 2,38.51,,個人
23,女子,50m自由形,60～64歳,11,田村,,,明美    セ・慶應日吉,8/ 3,41.04,,個人
23,女子,50m自由形,60～64歳,12,加藤,,,雅弓    セ・新都心,6/ 7,42.37,,個人
23,女子,50m自由形,60～64歳,13,三石 久美,,,セ・成瀬,7/ 6,43.74,,個人
23,女子,50m自由形,60～64歳,14,桐沢ひとみ,,,セ・大森,4/ 9,46.01,,個人
23,女子,50m自由形,60～64歳,15,片野,,,貴子    セ・二俣川,2/ 7,49.66,,個人
23,女子,50m自由形,60～64歳,16,五十嵐佳澄,,,セ・阿佐谷,3/ 1,51.13,,個人
23,女子,50m自由形,55～59歳,1,工藤,,,遵江    セ・Ｆ宇都宮,13/ 2,32.29,,個人
23,女子,50m自由形,55～59歳,2,石井紀美子,,,セ・Ｓ湘南台,11/ 1,34.79,,個人
23,女子,50m自由形,55～59歳,3,前畑,,,章子    セ・慶應日吉,11/ 9,34.83,,個人
23,女子,50m自由形,55～59歳,4,三浦,,,鈴子    セ・志木,9/ 7,35.85,,個人
23,女子,50m自由形,55～59歳,5,鶴岡,,,美佐    ザバス八景,10/ 4,35.95,,個人
23,女子,50m自由形,55～59歳,6,西田三佐子,,,セ・大宮宮原,9/ 8,36.62,,個人
23,女子,50m自由形,55～59歳,7,大野,,,結実    セ・横浜,10/ 7,37.11,,個人
23,女子,50m自由形,55～59歳,8,捶井,,,泰子    セ・用賀,8/ 9,40.03,,個人
23,女子,50m自由形,55～59歳,9,佐藤,,,直子    セ・我孫子,4/ 2,42.77,,個人
23,女子,50m自由形,55～59歳,10,鈴木,,,夏実    セ・慶應日吉,6/10,43.42,,個人
23,女子,50m自由形,55～59歳,11,冨樫真樹子,,,セ・用賀,6/ 3,43.67,,個人
23,女子,50m自由形,55～59歳,12,岩,,,朋実    セ・川越,5/ 9,46.38,,個人
23,女子,50m自由形,55～59歳,13,堀内,,,浩子    セ・谷津,4/10,48.67,,個人
23,女子,50m自由形,55～59歳,14,西谷,,,愛子    芦屋海浜公園,6/ 8,49.24,,個人
23,女子,50m自由形,55～59歳,15,古平,,,正美    セ・清瀬,3/ 8,50.82,,個人
23,女子,50m自由形,55～59歳,16,中林三恵子,,,セ・二俣川,1/ 7,51.49,,個人
23,女子,50m自由形,50～54歳,1,木村美佐子,,,セ・南宇都宮,12/ 6,31.51,,個人
23,女子,50m自由形,50～54歳,2,池田,,,智子    セ・目黒,12/ 2,33.44,,個人
23,女子,50m自由形,50～54歳,3,花木,,,尚美    セ・大宮宮原,13/10,34.14,,個人
23,女子,50m自由形,50～54歳,4,高橋,,,圭    セ・松戸,11/ 7,34.45,,個人
23,女子,50m自由形,50～54歳,5,大石,,,里佳    セ・おおたか,9/ 5,35.83,,個人
23,女子,50m自由形,50～54歳,6,鶴薗,,,恭子    セ・ときわ台,9/ 3,37.14,,個人
23,女子,50m自由形,50～54歳,7,西岡,,,祐子    セ・用賀,9/ 6,38.15,,個人
23,女子,50m自由形,50～54歳,8,小山香津子,,,セ・藤沢,8/ 1,42.12,,個人
23,女子,50m自由形,50～54歳,9,北原,,,暁美    セ・南青山,7/ 7,43.59,,個人
23,女子,50m自由形,50～54歳,10,兼子,,,敬子    セ・南千住,6/ 9,44.72,,個人
23,女子,50m自由形,50～54歳,11,森,,,信子    セ・大森,5/ 3,45.28,,個人
23,女子,50m自由形,50～54歳,12,平野,,,真紀    セ・福生,2/ 8,48.29,,個人
23,女子,50m自由形,45～49歳,1,佐々木,,,彩    セ・成城,13/ 6,30.92,,個人
23,女子,50m自由形,45～49歳,2,日下,,,幸子    ザバス川崎,13/ 5,31.20,,個人
23,女子,50m自由形,45～49歳,3,小室,,,桃子    セ・八王子,12/ 7,33.55,,個人
23,女子,50m自由形,45～49歳,4,四井,,,美穂    セ・天王洲,12/ 3,33.62,,個人
23,女子,50m自由形,45～49歳,5,サカモト亮子,,,セ・自由が丘,11/ 5,34.86,,個人
23,女子,50m自由形,45～49歳,6,髙島,,,典子    セ・大森,10/ 3,35.17,,個人
23,女子,50m自由形,45～49歳,7,福本,,,麻美    セ・慶應日吉,11/ 3,35.33,,個人
23,女子,50m自由形,45～49歳,8,佐藤,,,桂子    セ・横浜,10/ 5,35.64,,個人
23,女子,50m自由形,45～49歳,9,吉池 奈々,,,セ・二俣川,11/10,36.66,,個人
23,女子,50m自由形,45～49歳,10,藤本,,,淑恵         セ・平塚,10/ 8,36.99,,個人
23,女子,50m自由形,45～49歳,11,前田由希映,,,セ・二俣川,12/10,37.54,,個人
23,女子,50m自由形,45～49歳,12,星,,,郁恵         セ・南千住,5/ 7,46.67,,個人
23,女子,50m自由形,45～49歳,13,斉藤,,,靖子         セ・目黒,4/ 6,47.31,,個人
23,女子,50m自由形,40～44歳,1,上沢絵里奈,,,セ・慶應日吉,14/ 6,30.60,,個人
23,女子,50m自由形,40～44歳,2,永田加那子,,,セ・葛西,14/ 9,30.63,,個人
23,女子,50m自由形,40～44歳,3,小豆澤和代,,,セ・慶應日吉,13/ 1,31.40,,個人
23,女子,50m自由形,40～44歳,4,影山,,,藍        セ・新浦安,12/ 4,33.72,,個人
23,女子,50m自由形,40～44歳,5,谷,,,美希子          セ・府中,7/ 1,45.67,,個人
23,女子,50m自由形,35～39歳,1,川端,,,彩加         セ・久喜,15/ 5,28.30,･大会新,個人
23,女子,50m自由形,35～39歳,2,川北,,,恵        セ・長津田,15/ 7,28.78,,個人
23,女子,50m自由形,35～39歳,3,吉原,,,望美         セ・阿佐谷,14/ 1,30.35,,個人
23,女子,50m自由形,35～39歳,4,小野,,,信子         セ・新浦安,14/ 7,30.93,,個人
23,女子,50m自由形,35～39歳,5,津田かおり,,,セ・上池袋,11/ 8,33.44,,個人
23,女子,50m自由形,35～39歳,6,國政,,,玲        セ・南青山,9/ 1,38.00,,個人
23,女子,50m自由形,35～39歳,7,RacaruGabriela,,,セ・慶應日吉,8/10,40.74,,個人
23,女子,50m自由形,35～39歳,8,渡辺,,,真衣         セ・西新井,7/10,41.13,,個人
23,女子,50m自由形,30～34歳,1,早川,,,舞     セ・蒲田,15/ 2,29.35,,個人
23,女子,50m自由形,30～34歳,2,宍戸,,,萌    セ・長津田,14/ 2,29.42,,個人
23,女子,50m自由形,30～34歳,3,夫,,,美紗    セ・南青山,15/ 9,30.29,,個人
23,女子,50m自由形,30～34歳,4,大椛,,,詩織    セ・葛西,14/ 3,30.97,,個人
23,女子,50m自由形,30～34歳,5,古賀,,,量子    セ・大森,5/10,42.07,,個人
23,女子,50m自由形,30～34歳,6,熊谷紗友梨,,,セ・Ｓ湘南台,6/ 2,44.30,,個人
23,女子,50m自由形,25～29歳,2,小林,,,志穂    セ・葛西,15/ 6,28.78,,個人
23,女子,50m自由形,25～29歳,3,新後,,,海優    セ・トレッサ,15/ 4,29.01,,個人
23,女子,50m自由形,25～29歳,4,池田,,,志保    セ・大宮宮原,15/10,29.46,,個人
23,女子,50m自由形,25～29歳,5,宮田さくら,,,セ・成城,13/ 4,31.58,,個人
23,女子,50m自由形,25～29歳,6,山下,,,紗英    セ・Ｓ湘南台,13/ 7,31.75,,個人
23,女子,50m自由形,25～29歳,7,村岡,,,礼奈    セ・桶川北本,12/ 9,34.74,,個人
23,女子,50m自由形,18～24歳,1,梶井,,,美杏    セ・清瀬,15/ 8,29.62,,個人
23,女子,50m自由形,18～24歳,2,島崎帆乃華,,,セ・藤沢,14/ 5,29.74,,個人
23,女子,50m自由形,18～24歳,3,高橋,,,紗良    セ・長津田,15/ 1,29.82,,個人
23,女子,50m自由形,18～24歳,4,柿沼,,,優希    曽谷・セ,14/ 4,30.10,,個人
23,女子,50m自由形,18～24歳,5,栃元,,,春乃    セ・西東京,14/ 8,30.15,,個人
23,女子,50m自由形,18～24歳,6,松井 優依,,,セ・八王子,13/ 8,30.26,,個人
23,女子,50m自由形,18～24歳,7,鈴木,,,詩万    セ・下北沢,8/ 4,31.04,,個人
23,女子,50m自由形,18～24歳,8,森山,,,稜子    セ・新都心,12/ 8,33.05,,個人
23,女子,50m自由形,18～24歳,9,田邊あめり,,,セ・成城,13/ 3,33.78,,個人
23,女子,50m自由形,18～24歳,10,前田花也野,,,セ・柏,8/ 6,35.08,,個人
24,男子,50m自由形,85～89歳,1,井上 隆史,,,セ・市ヶ尾,2/ 6,44.68,,個人
24,男子,50m自由形,80～84歳,1,益子,,,正人    セ・我孫子,2/ 3,41.41,,個人
24,男子,50m自由形,75～79歳,1,吉田,,,亮    セ・成城,5/ 2,37.02,,個人
24,男子,50m自由形,75～79歳,2,服部,,,陽一    セ・成瀬,3/10,42.70,,個人
24,男子,50m自由形,75～79歳,3,竹島,,,正明    セ・越谷,1/ 4,58.57,,個人
24,男子,50m自由形,70～74歳,1,若宮,,,強    セ・成城,6/ 9,35.18,,個人
24,男子,50m自由形,70～74歳,2,瀧川,,,一興    セ・大森,6/ 2,35.62,,個人
24,男子,50m自由形,70～74歳,3,鈴木,,,幹男    セ・我孫子,6/ 1,36.21,,個人
24,男子,50m自由形,70～74歳,4,若月,,,優    セ・横浜,5/ 6,36.26,,個人
24,男子,50m自由形,70～74歳,5,飯沼,,,明    セ・長津田,4/ 3,39.39,,個人
24,男子,50m自由形,70～74歳,6,常山,,,賢二    曽谷・セ,4/10,39.92,,個人
24,男子,50m自由形,70～74歳,7,岸田,,,孝    セ・南青山,3/ 8,40.80,,個人
24,男子,50m自由形,70～74歳,8,中村,,,雄一    Ｇ－ＳＰＡ,4/ 9,41.26,,個人
24,男子,50m自由形,70～74歳,9,松下,,,達一    セ・西新井,2/ 7,42.91,,個人
24,男子,50m自由形,70～74歳,10,内藤,,,謙一    セ・松戸,2/ 4,43.47,,個人
24,男子,50m自由形,65～69歳,1,和田 浩一,,,セ・用賀,10/ 2,29.45,,個人
24,男子,50m自由形,65～69歳,2,岩田,,,寛    セ・慶應日吉,9/10,33.38,,個人
24,男子,50m自由形,65～69歳,3,横浜,,,健    セ・南青山,7/ 1,34.18,,個人
24,男子,50m自由形,65～69歳,4,佐藤,,,信弘    セ・桶川北本,5/ 5,36.73,,個人
24,男子,50m自由形,65～69歳,5,仲宇佐隆一,,,セ・横浜,5/ 1,36.92,,個人
24,男子,50m自由形,65～69歳,6,長野,,,守    セ・慶應日吉,5/ 9,38.33,,個人
24,男子,50m自由形,65～69歳,7,八木下洋一,,,セ・自由が丘,4/ 8,39.55,,個人
24,男子,50m自由形,65～69歳,8,藤原雄一郎,,,セ・大森,3/ 9,41.05,,個人
24,男子,50m自由形,65～69歳,9,岩崎,,,純    セ・平塚,1/ 6,1:06.36,,個人
24,男子,50m自由形,60～64歳,1,中村,,,勝    セ・南千住,13/ 6,29.10,,個人
24,男子,50m自由形,60～64歳,2,小林,,,健    セ・葛西,12/ 2,29.92,,個人
24,男子,50m自由形,60～64歳,3,沼田,,,真清    セ・南青山,10/ 1,30.19,,個人
24,男子,50m自由形,60～64歳,4,金子,,,勝    セ・岩槻,10/ 8,30.72,,個人
24,男子,50m自由形,60～64歳,5,山賀,,,勝之    セ・南青山,10/ 9,30.77,,個人
24,男子,50m自由形,60～64歳,6,宇田川祐一,,,セ・大宮宮原,8/ 3,31.25,,個人
24,男子,50m自由形,60～64歳,7,井戸川,,,隆    セ・久喜,1/ 3,31.93,,個人
24,男子,50m自由形,60～64歳,8,谷川,,,元    セ・ときわ台,9/ 9,33.30,,個人
24,男子,50m自由形,60～64歳,9,一色,,,洋志    セ・福生,7/ 9,33.34,,個人
24,男子,50m自由形,60～64歳,10,小松崎,,,浩    セ・府中,7/ 4,33.46,,個人
24,男子,50m自由形,60～64歳,11,渡辺,,,一    セ・市ヶ尾,7/ 3,34.65,,個人
24,男子,50m自由形,60～64歳,12,市野 一滋,,,セ・用賀,4/ 5,35.82,,個人
24,男子,50m自由形,60～64歳,13,山本,,,和巳    セ・茂原,5/ 8,36.45,,個人
24,男子,50m自由形,60～64歳,14,上松,,,高造    セ・武蔵小杉,3/ 5,39.15,,個人
24,男子,50m自由形,60～64歳,15,安藤,,,靖    セ・南青山,3/ 6,39.38,,個人
24,男子,50m自由形,60～64歳,16,後藤,,,潤    セ・成城,4/ 1,39.65,,個人
24,男子,50m自由形,60～64歳,17,安部,,,盛博    セ・成城,3/ 4,40.50,,個人
24,男子,50m自由形,60～64歳,18,半澤,,,繁    セ・清瀬,1/ 5,43.05,,個人
24,男子,50m自由形,55～59歳,1,村野,,,雄太    セ・清瀬,14/ 4,28.03,,個人
24,男子,50m自由形,55～59歳,2,浅田,,,康朗    セ・大森,12/ 3,29.74,,個人
24,男子,50m自由形,55～59歳,3,荒井,,,正明    セ・八千代台,10/ 5,29.82,,個人
24,男子,50m自由形,55～59歳,4,杉原,,,祥之    ザバス鶴見,12/ 4,29.90,,個人
24,男子,50m自由形,55～59歳,5,西野宮冬木,,,セ・長津田,11/10,29.96,,個人
24,男子,50m自由形,55～59歳,6,新井,,,良育    セ・市ヶ尾,10/ 4,30.87,,個人
24,男子,50m自由形,55～59歳,7,加藤,,,寿起    セ・袖ケ浦,9/ 6,30.97,,個人
24,男子,50m自由形,55～59歳,8,山田,,,大介    セ・武蔵小杉,11/ 7,30.99,,個人
24,男子,50m自由形,55～59歳,9,木村,,,秀光    セ・上池袋,9/ 4,31.11,,個人
24,男子,50m自由形,55～59歳,10,青木,,,健二    セ・蒲田,11/ 3,31.22,,個人
24,男子,50m自由形,55～59歳,11,山田,,,隆弘    セ・市川,8/ 4,32.83,,個人
24,男子,50m自由形,55～59歳,12,金子,,,謙一    セ・長津田,6/ 3,33.05,,個人
24,男子,50m自由形,55～59歳,13,近藤,,,正之    セ・上池袋,7/ 6,33.72,,個人
24,男子,50m自由形,55～59歳,14,佐藤 正章,,,セ・用賀,8/ 7,34.16,,個人
24,男子,50m自由形,55～59歳,15,政成,,,公嗣    セ・八千代台,4/ 7,35.29,,個人
24,男子,50m自由形,55～59歳,16,吉峯,,,幸郎    セ・用賀,6/ 4,35.93,,個人
24,男子,50m自由形,55～59歳,17,萱沼憲司郎,,,セ・茂原,4/ 4,36.08,,個人
24,男子,50m自由形,55～59歳,18,高梨,,,繁    ザバス川崎,6/ 5,37.21,,個人
24,男子,50m自由形,50～54歳,1,大村,,,俊文    セ・二俣川,17/ 7,25.52,･大会新,個人
24,男子,50m自由形,50～54歳,2,田窪,,,達    セ・市ヶ尾,16/ 5,25.74,･大会新,個人
24,男子,50m自由形,50～54歳,3,佐藤,,,靖嗣    セ・新浦安,16/ 6,26.33,･大会新,個人
24,男子,50m自由形,50～54歳,4,石井,,,龍    セ・成城,15/ 1,27.71,,個人
24,男子,50m自由形,50～54歳,5,石上,,,智啓    セ・二俣川,14/ 7,28.05,,個人
24,男子,50m自由形,50～54歳,6,松崎,,,敏明    セ・慶應日吉,13/ 4,28.50,,個人
24,男子,50m自由形,50～54歳,7,小室,,,秀幸    セ・八王子,12/ 6,28.55,,個人
24,男子,50m自由形,50～54歳,8,増渕,,,博之    セ・藤沢,11/ 5,28.78,,個人
24,男子,50m自由形,50～54歳,9,阿部,,,賢裕    セ・能見台,12/ 8,29.14,,個人
24,男子,50m自由形,50～54歳,10,磯貝,,,知弘    セ・柏,11/ 4,29.35,,個人
24,男子,50m自由形,50～54歳,11,添田,,,邦彦    セ・八王子,11/ 6,29.36,,個人
24,男子,50m自由形,50～54歳,12,阿部,,,友照    セ・東十条,8/ 2,29.71,,個人
24,男子,50m自由形,50～54歳,13,甫坂,,,修男    セ・市川,12/ 5,29.74,,個人
24,男子,50m自由形,50～54歳,14,興野,,,巧磨    セ・八王子,11/ 8,30.04,,個人
24,男子,50m自由形,50～54歳,15,清田,,,真人    セ・大宮宮原,11/ 9,30.15,,個人
24,男子,50m自由形,50～54歳,16,前田 光輝,,,セ・おおたか,9/ 7,30.62,,個人
24,男子,50m自由形,50～54歳,17,塚田,,,敏雅    セ・宇都宮,11/ 2,30.63,,個人
24,男子,50m自由形,50～54歳,18,廣瀬,,,淳一    セ・トレッサ,8/ 8,31.80,,個人
24,男子,50m自由形,50～54歳,19,宮岡,,,亮介    セ・亀有,10/ 7,31.89,,個人
24,男子,50m自由形,50～54歳,20,松本,,,考弘    セ・清瀬,8/10,32.13,,個人
24,男子,50m自由形,50～54歳,21,佐久間毅慶,,,セ・新都心,7/ 7,32.74,,個人
24,男子,50m自由形,50～54歳,22,千葉,,,忠英    セ・天王洲,7/ 5,32.86,,個人
24,男子,50m自由形,50～54歳,23,宮本,,,昌雄    セ・長津田,7/10,34.96,,個人
24,男子,50m自由形,50～54歳,24,三﨑,,,淳二    セ・桶川北本,6/ 8,35.65,,個人
24,男子,50m自由形,50～54歳,25,志水,,,剛    セ・大宮宮原,5/ 4,36.16,,個人
24,男子,50m自由形,50～54歳,26,鈴木,,,克彦    セ・平塚,5/ 3,36.74,,個人
24,男子,50m自由形,50～54歳,27,向山,,,高弘    セ・ときわ台,5/10,37.10,,個人
24,男子,50m自由形,50～54歳,28,本間,,,智浩    セ・志木,6/10,38.62,,個人
24,男子,50m自由形,50～54歳,29,稲田,,,潤一    セ・上池袋,4/ 2,39.44,,個人
24,男子,50m自由形,50～54歳,30,落合,,,理    セ・武蔵小杉,3/ 7,41.33,,個人
24,男子,50m自由形,50～54歳,31,北野,,,善則    セ・新都心,2/ 5,44.49,,個人
24,男子,50m自由形,45～49歳,1,野村,,,峰生    セ・大森,16/ 1,26.45,,個人
24,男子,50m自由形,45～49歳,2,秋山,,,朝紀    セ・大森,15/ 9,26.78,,個人
24,男子,50m自由形,45～49歳,3,倉持,,,公一    セ・天王洲,14/ 9,26.90,,個人
24,男子,50m自由形,45～49歳,4,中込,,,孝之    ザバス川崎,15/ 6,27.20,,個人
24,男子,50m自由形,45～49歳,5,花井 一也,,,セ・長津田,14/ 6,27.35,,個人
24,男子,50m自由形,45～49歳,6,黒崎,,,威巳    セ・阿佐谷,14/ 3,27.43,,個人
24,男子,50m自由形,45～49歳,7,堀川,,,広祐    セ・二俣川,13/ 5,27.63,,個人
24,男子,50m自由形,45～49歳,8,宅間,,,健介    セ・天王洲,13/ 1,28.24,,個人
24,男子,50m自由形,45～49歳,9,加地,,,隆史    セ・葛西,13/ 7,28.85,,個人
24,男子,50m自由形,45～49歳,10,鈴木,,,礼伊    セ・宇都宮,11/ 1,29.96,,個人
24,男子,50m自由形,45～49歳,11,中嶋,,,智史    セ・南青山,8/ 6,31.60,,個人
24,男子,50m自由形,45～49歳,12,高瀬,,,信雄    ザバス川崎,8/ 5,31.70,,個人
24,男子,50m自由形,45～49歳,13,成田,,,敏隆    セ・大森,7/ 8,31.79,,個人
24,男子,50m自由形,45～49歳,14,小島,,,直政    セ・久喜,7/ 2,33.06,,個人
24,男子,50m自由形,45～49歳,15,鈴木,,,直哉    セ・八王子,6/ 7,33.75,,個人
24,男子,50m自由形,45～49歳,16,杉山竜太郎,,,セ・新浦安,6/ 6,34.83,,個人
24,男子,50m自由形,45～49歳,17,後藤,,,誠    セ・東十条,4/ 6,35.55,,個人
24,男子,50m自由形,40～44歳,1,前田,,,崇行    セ・二俣川,18/ 2,25.81,,個人
24,男子,50m自由形,40～44歳,2,吉田,,,拓磨    セ・上池袋,16/ 7,26.14,,個人
24,男子,50m自由形,40～44歳,3,坂田,,,龍亮    セ・南千住,17/ 3,26.70,,個人
24,男子,50m自由形,40～44歳,4,石井,,,将太    セ・成瀬,15/ 4,27.20,,個人
24,男子,50m自由形,40～44歳,5,澤田,,,聡志    ザバス八景,9/ 3,28.54,,個人
24,男子,50m自由形,40～44歳,6,田子,,,晃    セ・自由が丘,10/10,31.36,,個人
24,男子,50m自由形,40～44歳,7,田中,,,遼太    セ・慶應日吉,8/ 9,32.00,,個人
24,男子,50m自由形,40～44歳,8,清水 大輔,,,セ・桶川北本,5/ 7,36.92,,個人
24,男子,50m自由形,35～39歳,1,内山,,,皓太    セ・能見台,18/ 7,23.82,,個人
24,男子,50m自由形,35～39歳,2,小方,,,聡    セ・用賀,18/ 3,24.99,,個人
24,男子,50m自由形,35～39歳,3,吉川,,,重行    セ・桶川北本,16/ 3,26.34,,個人
24,男子,50m自由形,35～39歳,4,酒井,,,智彬    セ・ときわ台,13/ 3,27.45,,個人
24,男子,50m自由形,35～39歳,5,雲藤,,,貴光    セ・天王洲,15/10,27.46,,個人
24,男子,50m自由形,35～39歳,6,和田,,,亮    セ・阿佐谷,12/ 9,28.56,,個人
24,男子,50m自由形,35～39歳,7,根本,,,隆利    セ・慶應日吉,14/ 8,28.86,,個人
24,男子,50m自由形,35～39歳,8,三浦,,,惇生    セ・武蔵小杉,9/ 8,31.29,,個人
24,男子,50m自由形,30～34歳,1,板垣,,,義人    セ・トレッサ,18/ 8,24.09,,個人
24,男子,50m自由形,30～34歳,2,荒井,,,優    セ・武蔵小杉,17/ 5,24.75,,個人
24,男子,50m自由形,30～34歳,3,髙梨,,,大樹    セ・成城,17/ 2,25.14,,個人
24,男子,50m自由形,30～34歳,4,成田,,,昌記    セ・二俣川,15/ 5,26.32,,個人
24,男子,50m自由形,30～34歳,5,江沢,,,純也    セ・我孫子,14/10,28.00,,個人
24,男子,50m自由形,30～34歳,6,寺田,,,遼太    セ・天王洲,13/10,28.23,,個人
24,男子,50m自由形,30～34歳,7,海老原健太,,,セ・大森,9/ 5,30.61,,個人
24,男子,50m自由形,30～34歳,8,大野,,,淳哉    セ・上池袋,10/ 6,31.02,,個人
24,男子,50m自由形,30～34歳,9,山田,,,義明    セ・おおたか,3/ 1,35.68,,個人
24,男子,50m自由形,25～29歳,1,田中 諒也,,,セ・市ヶ尾,18/ 6,23.89,,個人
24,男子,50m自由形,25～29歳,2,神戸優悠希,,,セ・茂原,17/ 9,25.28,,個人
24,男子,50m自由形,25～29歳,3,室坂,,,拓真    セ・用賀,17/ 8,25.56,,個人
24,男子,50m自由形,25～29歳,4,松尾,,,勇太    セ・南青山,18/ 9,25.70,,個人
24,男子,50m自由形,25～29歳,5,柿沼,,,龍史    セ・成城,16/ 2,25.77,,個人
24,男子,50m自由形,25～29歳,6,中原,,,志門    セ・大森,13/ 8,25.95,,個人
24,男子,50m自由形,25～29歳,7,松澤,,,朋樹    セ・武蔵小杉,16/ 8,25.98,,個人
24,男子,50m自由形,25～29歳,8,村上,,,裕哉    セ・南千住,12/ 1,26.37,,個人
24,男子,50m自由形,25～29歳,9,宮田,,,遼太    セ・成城,15/ 7,26.38,,個人
24,男子,50m自由形,25～29歳,10,武本,,,侑己    セ・青砥,8/ 1,28.60,,個人
24,男子,50m自由形,25～29歳,11,長谷川,,,輝    セ・平塚,9/ 1,32.65,,個人
24,男子,50m自由形,18～24歳,1,設樂,,,航希    セ・流山,18/ 5,23.26,･大会新,個人
24,男子,50m自由形,18～24歳,2,佐藤,,,魁将    セ・葛西,18/10,23.61,,個人
24,男子,50m自由形,18～24歳,3,西村,,,恭佑    セ・二俣川,18/ 4,23.82,,個人
24,男子,50m自由形,18～24歳,4,村田,,,拓斗    セ・長津田,17/ 6,24.29,,個人
24,男子,50m自由形,18～24歳,5,織戸,,,友宏    セ・葛西,17/10,24.83,,個人
24,男子,50m自由形,18～24歳,6,安齊,,,大和    ザバス八景,18/ 1,24.98,,個人
24,男子,50m自由形,18～24歳,7,梶原,,,勇雅    セ・二俣川,17/ 4,25.33,,個人
